# STATION: CVBC1
# STATION NAME: CATHEYS VALLEY
# LATITUDE: 37.380240
# LONGITUDE: -120.076970
# ELEVATION [ft]: 1234.0
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,water_temp_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Inches,Fahrenheit,Miles/hour,Fahrenheit,gm,volts,Inches,Degrees,Fahrenheit,code,Fahrenheit,Fahrenheit
CVBC1,12/31/2021 23:27 PST,36.0,94.0,3.0,92.0,5.0,0.0,7.18,,5.0,32.0,24.8,12.6,,30.0,,E,,34.42
CVBC1,01/01/2022 00:27 PST,35.0,90.0,4.0,104.0,10.0,0.0,7.18,,10.0,32.0,24.8,12.6,,108.0,,ESE,,32.33
CVBC1,01/01/2022 01:27 PST,35.0,91.0,4.0,95.0,8.0,0.0,7.18,,8.0,31.0,24.8,12.6,,109.0,,E,,32.61
CVBC1,01/01/2022 02:27 PST,35.0,90.0,5.0,110.0,8.0,0.0,7.18,,8.0,31.0,25.0,12.6,,111.0,,ESE,,32.33
CVBC1,01/01/2022 03:27 PST,34.0,93.0,5.0,96.0,9.0,0.0,7.18,,9.0,31.0,24.9,12.5,,110.0,,E,,32.16
CVBC1,01/01/2022 04:27 PST,34.0,92.0,7.0,95.0,10.0,0.0,7.18,,10.0,31.0,24.7,12.6,,109.0,,E,,31.89
CVBC1,01/01/2022 05:27 PST,33.0,96.0,5.0,85.0,8.0,0.0,7.18,,8.0,29.0,24.7,12.5,,104.0,,E,,31.97
CVBC1,01/01/2022 06:27 PST,34.0,93.0,5.0,95.0,11.0,0.0,7.18,,11.0,31.0,25.2,12.5,,98.0,,E,,32.16
CVBC1,01/01/2022 07:27 PST,34.0,93.0,2.0,112.0,11.0,2.0,7.18,,11.0,31.0,24.5,12.5,,97.0,,ESE,,32.16
CVBC1,01/01/2022 08:27 PST,35.0,95.0,3.0,131.0,8.0,30.0,7.18,,8.0,34.0,25.4,12.6,,105.0,,SE,,33.69
CVBC1,01/01/2022 09:27 PST,37.0,96.0,5.0,131.0,8.0,69.0,7.18,,8.0,38.0,25.1,12.8,,122.0,,SE,,35.95
CVBC1,01/01/2022 10:27 PST,42.0,83.0,8.0,170.0,12.0,179.0,7.18,,12.0,44.0,24.6,13.8,,171.0,,S,,37.15
