# STATION: CVBC1
# STATION NAME: CATHEYS VALLEY
# LATITUDE: 37.380240
# LONGITUDE: -120.076970
# ELEVATION [ft]: 1234.0
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,water_temp_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Inches,Fahrenheit,Miles/hour,Fahrenheit,gm,volts,Inches,Degrees,Fahrenheit,code,Fahrenheit,Fahrenheit
CVBC1,12/31/2020 23:27 PST,45.0,95.0,4.0,158.0,11.0,0.0,1.89,,11.0,44.0,20.0,12.6,,175.0,,SSE,,43.64
CVBC1,01/01/2021 00:27 PST,45.0,89.0,2.0,114.0,10.0,0.0,1.89,,10.0,43.0,20.4,12.6,,178.0,,ESE,,41.92
CVBC1,01/01/2021 01:27 PST,44.0,89.0,3.0,108.0,7.0,0.0,1.89,,7.0,40.0,20.1,12.6,,176.0,,ESE,,40.93
CVBC1,01/01/2021 02:27 PST,44.0,87.0,1.0,91.0,7.0,0.0,1.89,,7.0,40.0,21.5,12.6,,113.0,,E,,40.33
CVBC1,01/01/2021 03:27 PST,45.0,83.0,3.0,144.0,7.0,0.0,1.89,,7.0,43.0,21.2,12.6,,160.0,,SE,,40.09
CVBC1,01/01/2021 04:27 PST,44.0,83.0,4.0,155.0,10.0,0.0,1.89,,10.0,41.0,19.4,12.6,,179.0,,SSE,,39.11
CVBC1,01/01/2021 05:27 PST,43.0,85.0,4.0,118.0,7.0,0.0,1.89,,7.0,38.0,21.1,12.5,,175.0,,ESE,,38.75
CVBC1,01/01/2021 06:27 PST,41.0,90.0,4.0,101.0,7.0,0.0,1.89,,7.0,37.0,21.5,12.5,,113.0,,E,,38.26
CVBC1,01/01/2021 07:27 PST,40.0,93.0,5.0,102.0,7.0,2.0,1.89,,7.0,37.0,22.6,12.5,,116.0,,ESE,,38.11
CVBC1,01/01/2021 08:27 PST,43.0,87.0,2.0,101.0,5.99,66.0,1.89,,5.99,42.0,23.4,13.2,,119.0,,E,,39.35
CVBC1,01/01/2021 09:27 PST,47.0,79.0,3.0,125.0,5.99,214.0,1.89,,5.99,54.0,20.7,14.4,,125.0,,SE,,40.75
CVBC1,01/01/2021 10:27 PST,51.0,66.0,7.0,187.0,10.0,344.0,1.89,,10.0,61.0,14.6,13.9,,176.0,,S,,39.93
CVBC1,01/01/2021 11:27 PST,53.0,62.0,5.0,183.0,11.0,441.0,1.89,,11.0,68.0,11.7,13.7,,167.0,,S,,40.21
CVBC1,01/01/2021 12:27 PST,55.0,54.0,8.0,218.0,12.0,491.0,1.89,,12.0,69.0,10.5,13.6,,182.0,,SW,,38.52
CVBC1,01/01/2021 13:27 PST,54.0,55.0,7.0,250.0,13.0,403.0,1.89,,13.0,67.0,9.8,13.7,,206.0,,WSW,,38.06
CVBC1,01/01/2021 14:27 PST,52.0,66.0,5.99,236.0,12.0,253.0,1.89,,12.0,58.0,10.4,14.2,,219.0,,SW,,40.89
CVBC1,01/01/2021 15:27 PST,53.0,62.0,5.0,191.0,8.0,216.0,1.89,,8.0,60.0,9.9,13.9,,191.0,,S,,40.21
CVBC1,01/01/2021 16:27 PST,50.0,67.0,4.0,199.0,7.0,67.0,1.89,,7.0,49.0,10.3,13.6,,201.0,,SSW,,39.37
CVBC1,01/01/2021 17:27 PST,49.0,72.0,5.0,171.0,9.0,8.0,1.89,,9.0,46.0,10.8,13.3,,199.0,,S,,40.27
CVBC1,01/01/2021 18:27 PST,47.0,78.0,3.0,24.0,3.0,0.0,1.89,,3.0,42.0,12.0,13.1,,277.0,,NNE,,40.42
CVBC1,01/01/2021 19:27 PST,45.0,83.0,3.0,91.0,5.0,0.0,1.89,,5.0,40.0,13.0,13.0,,4.0,,E,,40.09
CVBC1,01/01/2021 20:27 PST,43.0,87.0,5.0,101.0,8.0,0.0,1.89,,8.0,39.0,14.8,12.9,,106.0,,E,,39.35
CVBC1,01/01/2021 21:27 PST,43.0,85.0,3.0,115.0,9.0,0.0,1.89,,9.0,38.0,15.9,12.8,,105.0,,ESE,,38.75
CVBC1,01/01/2021 22:27 PST,44.0,75.0,5.99,115.0,10.0,0.0,1.89,,10.0,40.0,16.9,12.6,,119.0,,ESE,,36.5
CVBC1,01/01/2021 23:27 PST,42.0,78.0,5.99,104.0,10.0,0.0,1.89,,10.0,40.0,16.9,12.6,,108.0,,ESE,,35.56
CVBC1,01/02/2021 00:27 PST,42.0,77.0,5.99,103.0,10.0,0.0,1.89,,10.0,40.0,17.4,12.6,,118.0,,ESE,,35.23
CVBC1,01/02/2021 01:27 PST,43.0,68.0,3.0,110.0,11.0,0.0,1.89,,11.0,41.0,16.5,12.6,,112.0,,ESE,,33.05
CVBC1,01/02/2021 02:27 PST,43.0,70.0,7.0,107.0,10.0,0.0,1.89,,10.0,41.0,16.5,12.6,,96.0,,ESE,,33.78
CVBC1,01/02/2021 03:27 PST,44.0,65.0,4.0,93.0,9.0,0.0,1.89,,9.0,40.0,15.5,12.6,,110.0,,E,,32.87
CVBC1,01/02/2021 04:27 PST,43.0,69.0,4.0,84.0,5.99,0.0,1.89,,5.99,40.0,16.1,12.6,,95.0,,E,,33.41
CVBC1,01/02/2021 05:27 PST,44.0,66.0,5.0,97.0,10.0,0.0,1.89,,10.0,41.0,15.7,12.6,,104.0,,E,,33.25
CVBC1,01/02/2021 06:27 PST,44.0,64.0,5.0,120.0,9.0,0.0,1.89,,9.0,43.0,14.8,12.5,,104.0,,ESE,,32.48
CVBC1,01/02/2021 07:27 PST,44.0,65.0,5.0,99.0,7.0,2.0,1.89,,7.0,42.0,14.3,12.5,,121.0,,E,,32.87
CVBC1,01/02/2021 08:27 PST,46.0,62.0,5.0,117.0,9.0,47.0,1.89,,9.0,47.0,14.2,12.7,,108.0,,ESE,,33.58
CVBC1,01/02/2021 09:27 PST,50.0,57.0,4.0,120.0,5.99,149.0,1.89,,5.99,56.0,13.7,14.0,,117.0,,ESE,,35.22
CVBC1,01/02/2021 10:27 PST,53.0,53.0,8.0,193.0,11.0,275.0,1.89,,11.0,59.0,11.5,13.9,,195.0,,SSW,,36.18
CVBC1,01/02/2021 11:27 PST,54.0,51.0,5.99,224.0,10.0,254.0,1.89,,10.0,61.0,10.7,13.7,,187.0,,SW,,36.13
CVBC1,01/02/2021 12:27 PST,53.0,60.0,3.0,245.0,12.0,309.0,1.89,,12.0,57.0,10.5,13.9,,250.0,,WSW,,39.36
CVBC1,01/02/2021 13:27 PST,53.0,64.0,4.0,111.0,8.0,177.0,1.89,,8.0,55.0,10.7,13.8,,127.0,,ESE,,41.04
CVBC1,01/02/2021 14:27 PST,56.0,55.0,3.0,108.0,10.0,250.0,1.89,,10.0,63.0,11.4,13.9,,127.0,,ESE,,39.93
CVBC1,01/02/2021 15:27 PST,56.0,53.0,5.99,105.0,12.0,168.0,1.89,,12.0,58.0,10.4,13.8,,102.0,,ESE,,38.97
CVBC1,01/02/2021 16:27 PST,56.0,50.0,3.0,121.0,10.0,62.0,1.89,,10.0,55.0,10.2,13.5,,109.0,,ESE,,37.48
CVBC1,01/02/2021 17:27 PST,54.0,56.0,8.0,294.0,12.0,5.0,1.89,,12.0,53.0,10.4,13.2,,292.0,,WNW,,38.52
CVBC1,01/02/2021 18:27 PST,52.0,63.0,4.0,20.0,10.0,0.0,1.89,,10.0,51.0,10.7,13.1,,329.0,,NNE,,39.68
CVBC1,01/02/2021 19:27 PST,52.0,66.0,3.0,12.0,5.99,0.0,1.89,,5.99,51.0,11.5,12.9,,343.0,,NNE,,40.89
CVBC1,01/02/2021 20:27 PST,51.0,70.0,3.0,42.0,5.0,0.0,1.89,,5.0,50.0,12.3,12.8,,29.0,,NE,,41.46
CVBC1,01/02/2021 21:27 PST,49.0,87.0,4.0,9.0,8.0,0.0,1.89,,8.0,49.0,13.1,12.7,,346.0,,N,,45.26
CVBC1,01/02/2021 22:27 PST,49.0,91.0,5.0,111.0,7.0,0.0,1.89,,7.0,49.0,15.1,12.6,,94.0,,ESE,,46.46
CVBC1,01/02/2021 23:27 PST,49.0,100.0,5.0,110.0,10.0,0.0,1.89,,10.0,49.0,16.4,12.6,,101.0,,ESE,,49.0
CVBC1,01/03/2021 00:27 PST,50.0,100.0,5.0,96.0,9.0,0.0,1.89,,9.0,49.0,18.0,12.6,,85.0,,E,,50.0
CVBC1,01/03/2021 01:27 PST,50.0,100.0,4.0,95.0,7.0,0.0,1.89,,7.0,49.0,19.2,12.6,,97.0,,E,,50.0
CVBC1,01/03/2021 02:27 PST,50.0,100.0,5.99,336.0,8.0,0.0,1.89,,8.0,49.0,20.0,12.6,,333.0,,NNW,,50.0
CVBC1,01/03/2021 03:27 PST,49.0,99.0,5.99,32.0,10.0,0.0,1.89,,10.0,48.0,21.0,12.6,,346.0,,NNE,,48.73
CVBC1,01/03/2021 04:27 PST,49.0,95.0,4.0,341.0,9.0,0.0,1.89,,9.0,46.0,20.7,12.6,,30.0,,NNW,,47.61
CVBC1,01/03/2021 05:27 PST,49.0,99.0,5.0,346.0,7.0,0.0,1.89,,7.0,47.0,21.7,12.5,,340.0,,NNW,,48.73
CVBC1,01/03/2021 06:27 PST,47.0,100.0,3.0,95.0,5.0,0.0,1.89,,5.0,43.0,22.3,12.5,,0.0,,E,,47.0
