# STATION: YNWC1
# STATION NAME: YNP PORTABLE
# LATITUDE: 37.730030
# LONGITUDE: -119.611310
# ELEVATION [ft]: 3633.0
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
YNWC1,04/23/2021 19:02 UTC,71.0,22.0,5.0,198.0,9.0,922.0,0.0,9.0,88.0,9.3,13.5,199.0,,SSW,,30.18
YNWC1,04/23/2021 20:02 UTC,74.0,22.0,4.0,201.0,10.0,980.0,0.0,10.0,92.0,8.1,13.3,202.0,,SSW,,32.72
YNWC1,04/23/2021 21:02 UTC,74.0,26.0,4.0,202.0,12.0,960.0,0.0,12.0,92.0,7.6,13.2,214.0,,SSW,,36.9
YNWC1,04/23/2021 22:02 UTC,71.0,31.0,5.0,212.0,11.0,873.0,0.0,11.0,88.0,6.9,13.2,188.0,,SSW,,38.76
YNWC1,04/23/2021 23:02 UTC,68.0,35.0,4.0,209.0,13.0,271.0,0.0,13.0,70.0,6.7,13.1,192.0,,SSW,,39.22
YNWC1,04/24/2021 00:02 UTC,67.0,36.0,4.0,196.0,11.0,56.0,0.0,11.0,67.0,6.7,13.0,201.0,,SSW,,39.05
YNWC1,04/24/2021 01:02 UTC,65.0,41.0,4.0,206.0,9.0,34.0,0.0,9.0,64.0,6.7,12.9,193.0,,SSW,,40.61
YNWC1,04/24/2021 02:02 UTC,61.0,48.0,4.0,191.0,8.0,14.0,0.0,8.0,60.0,6.7,12.9,189.0,,S,,41.04
YNWC1,04/24/2021 03:02 UTC,58.0,53.0,1.0,221.0,5.99,3.0,0.0,5.99,56.0,6.9,12.9,207.0,,SW,,40.83
YNWC1,04/24/2021 04:02 UTC,55.0,59.0,2.0,176.0,4.0,0.0,0.0,4.0,53.0,7.1,12.8,153.0,,S,,40.81
YNWC1,04/24/2021 05:02 UTC,52.0,66.0,0.0,,3.0,0.0,0.0,3.0,49.0,7.4,12.8,189.0,,,,40.89
YNWC1,04/24/2021 06:02 UTC,49.0,70.0,1.0,260.0,3.0,0.0,0.0,3.0,47.0,7.7,12.8,205.0,,W,,39.54
YNWC1,04/24/2021 07:02 UTC,47.0,74.0,0.0,,3.0,0.0,0.0,3.0,45.0,8.2,12.7,220.0,,,,39.05
YNWC1,04/24/2021 08:02 UTC,45.0,79.0,0.0,,2.0,0.0,0.0,2.0,43.0,8.6,12.7,204.0,,,,38.81
YNWC1,04/24/2021 09:02 UTC,45.0,80.0,2.0,238.0,3.0,0.0,0.0,3.0,43.0,9.2,12.7,191.0,,WSW,,39.13
YNWC1,04/24/2021 10:02 UTC,46.0,79.0,2.0,167.0,5.0,0.0,0.0,5.0,45.0,10.1,12.7,338.0,,SSE,,39.78
YNWC1,04/24/2021 11:02 UTC,47.0,77.0,1.0,289.0,5.0,0.0,0.0,5.0,46.0,10.4,12.6,153.0,,WNW,,40.09
YNWC1,04/24/2021 12:02 UTC,46.0,78.0,2.0,203.0,4.0,0.0,0.0,4.0,45.0,10.8,12.6,135.0,,SSW,,39.45
YNWC1,04/24/2021 13:02 UTC,46.0,81.0,2.0,169.0,3.0,0.0,0.0,3.0,45.0,11.3,12.6,151.0,,S,,40.43
YNWC1,04/24/2021 14:02 UTC,46.0,81.0,1.0,106.0,2.0,9.0,0.0,2.0,46.0,11.8,12.6,204.0,,ESE,,40.43
YNWC1,04/24/2021 15:02 UTC,51.0,73.0,1.0,312.0,4.0,61.0,0.0,4.0,52.0,12.5,12.7,199.0,,NW,,42.56
YNWC1,04/24/2021 16:02 UTC,55.0,60.0,2.0,92.0,5.0,115.0,0.0,5.0,57.0,12.3,12.8,142.0,,E,,41.25
YNWC1,04/24/2021 17:02 UTC,57.0,58.0,1.0,8.0,4.0,160.0,0.0,4.0,61.0,11.6,13.0,352.0,,N,,42.25
YNWC1,04/24/2021 18:02 UTC,60.0,52.0,5.0,194.0,12.0,293.0,0.0,12.0,67.0,10.8,13.5,188.0,,SSW,,42.2
YNWC1,04/24/2021 19:02 UTC,62.0,50.0,3.0,230.0,9.0,455.0,0.0,9.0,69.0,9.8,13.2,207.0,,SW,,43.03
YNWC1,04/24/2021 20:02 UTC,61.0,51.0,5.99,181.0,11.0,367.0,0.0,11.0,70.0,10.2,13.6,189.0,,S,,42.62
YNWC1,04/24/2021 21:02 UTC,65.0,40.0,5.0,199.0,10.0,671.0,0.0,10.0,79.0,8.7,13.4,191.0,,SSW,,39.97
YNWC1,04/24/2021 22:02 UTC,61.0,41.0,5.0,188.0,13.0,559.0,0.0,13.0,72.0,9.1,13.4,179.0,,S,,36.99
YNWC1,04/24/2021 23:02 UTC,62.0,34.0,4.0,201.0,11.0,278.0,0.0,11.0,65.0,8.2,13.2,194.0,,SSW,,33.16
YNWC1,04/25/2021 00:02 UTC,60.0,32.0,4.0,212.0,10.0,108.0,0.0,10.0,61.0,8.0,13.1,199.0,,SSW,,29.89
YNWC1,04/25/2021 01:02 UTC,58.0,37.0,4.0,205.0,10.0,55.0,0.0,10.0,57.0,7.6,12.9,215.0,,SSW,,31.7
YNWC1,04/25/2021 02:02 UTC,54.0,40.0,4.0,188.0,9.0,38.0,0.0,9.0,54.0,7.6,12.9,186.0,,S,,30.04
YNWC1,04/25/2021 03:02 UTC,52.0,44.0,1.0,170.0,8.0,6.0,0.0,8.0,51.0,7.6,12.8,193.0,,S,,30.58
YNWC1,04/25/2021 04:02 UTC,50.0,48.0,2.0,182.0,4.0,0.0,0.0,4.0,49.0,7.7,12.8,150.0,,S,,30.91
YNWC1,04/25/2021 05:02 UTC,49.0,53.0,0.0,,3.0,0.0,0.0,3.0,47.0,7.8,12.8,314.0,,,,32.45
YNWC1,04/25/2021 06:02 UTC,47.0,58.0,1.0,272.0,3.0,0.0,0.0,3.0,45.0,8.0,12.7,215.0,,W,,32.84
YNWC1,04/25/2021 07:02 UTC,45.0,63.0,0.0,,2.0,0.0,0.0,2.0,43.0,8.3,12.7,157.0,,,,33.03
YNWC1,04/25/2021 08:02 UTC,44.0,66.0,0.0,,2.0,0.0,0.0,2.0,43.0,8.6,12.7,197.0,,,,33.25
YNWC1,04/25/2021 09:02 UTC,44.0,68.0,0.0,,2.0,0.0,0.0,2.0,43.0,9.0,12.6,210.0,,,,34.0
YNWC1,04/25/2021 10:02 UTC,44.0,68.0,2.0,118.0,3.0,0.0,0.0,3.0,44.0,9.4,12.6,157.0,,ESE,,34.0
YNWC1,04/25/2021 11:02 UTC,45.0,73.0,1.0,242.0,4.0,0.0,0.0,4.0,44.0,10.1,12.6,175.0,,WSW,,36.77
YNWC1,04/25/2021 12:02 UTC,43.0,97.0,1.0,123.0,3.0,0.0,0.03,3.0,42.0,10.7,12.6,199.0,,ESE,,42.2
YNWC1,04/25/2021 13:02 UTC,42.0,100.0,0.0,,2.0,0.0,0.05,2.0,42.0,12.9,12.6,160.0,,,,42.0
YNWC1,04/25/2021 14:02 UTC,42.0,100.0,2.0,187.0,3.0,3.0,0.09,3.0,42.0,16.0,12.5,203.0,,S,,42.0
YNWC1,04/25/2021 15:02 UTC,41.0,98.0,2.0,194.0,4.0,16.0,0.14,4.0,41.0,18.7,12.6,182.0,,SSW,,40.47
YNWC1,04/25/2021 16:02 UTC,41.0,98.0,2.0,171.0,4.0,35.0,0.18,4.0,42.0,20.7,12.6,192.0,,S,,40.47
YNWC1,04/25/2021 17:02 UTC,42.0,97.0,1.0,14.0,3.0,66.0,0.19,3.0,43.0,21.9,12.6,196.0,,NNE,,41.2
YNWC1,04/25/2021 18:02 UTC,44.0,91.0,2.0,151.0,4.0,120.0,0.19,4.0,46.0,22.8,12.9,146.0,,SSE,,41.51
YNWC1,04/25/2021 19:02 UTC,46.0,88.0,1.0,22.0,3.0,138.0,0.19,3.0,47.0,23.5,12.8,42.0,,NNE,,42.6
YNWC1,04/25/2021 20:02 UTC,45.0,89.0,1.0,228.0,5.0,86.0,0.21,5.0,45.0,23.3,12.7,136.0,,SW,,41.92
YNWC1,04/25/2021 21:02 UTC,45.0,89.0,1.0,67.0,5.0,96.0,0.22,5.0,45.0,24.5,12.7,187.0,,ENE,,41.92
YNWC1,04/25/2021 22:02 UTC,45.0,87.0,1.0,144.0,3.0,111.0,0.23,3.0,45.0,24.5,12.7,57.0,,SE,,41.32
YNWC1,04/25/2021 23:02 UTC,45.0,89.0,2.0,192.0,4.0,105.0,0.24,4.0,45.0,24.9,12.6,201.0,,SSW,,41.92
YNWC1,04/26/2021 00:02 UTC,42.0,92.0,4.0,199.0,5.99,61.0,0.27,5.99,42.0,25.0,12.6,186.0,,SSW,,39.82
YNWC1,04/26/2021 01:02 UTC,39.0,95.0,3.0,203.0,5.99,26.0,0.33,5.99,39.0,25.4,12.5,206.0,,SSW,,37.67
YNWC1,04/26/2021 02:02 UTC,39.0,100.0,1.0,177.0,4.0,15.0,0.35,4.0,39.0,26.0,12.5,200.0,,S,,39.0
YNWC1,04/26/2021 03:02 UTC,38.0,100.0,0.0,,3.0,2.0,0.36,3.0,38.0,26.0,12.5,197.0,,,,38.0
YNWC1,04/26/2021 04:02 UTC,39.0,100.0,0.0,,1.0,0.0,0.38,1.0,39.0,26.3,12.5,193.0,,,,39.0
YNWC1,04/26/2021 05:02 UTC,39.0,100.0,0.0,,0.0,0.0,0.41,0.0,39.0,26.3,12.5,126.0,,,,39.0
YNWC1,04/26/2021 06:02 UTC,39.0,100.0,0.0,,0.0,0.0,0.43,0.0,39.0,26.4,12.5,128.0,,,,39.0
YNWC1,04/26/2021 07:02 UTC,39.0,100.0,0.0,,0.0,0.0,0.43,0.0,39.0,26.5,12.5,141.0,,,,39.0
YNWC1,04/26/2021 08:02 UTC,39.0,100.0,0.0,,3.0,0.0,0.44,3.0,38.0,26.4,12.5,159.0,,,,39.0
YNWC1,04/26/2021 09:02 UTC,39.0,100.0,0.0,,0.0,0.0,0.44,0.0,39.0,26.5,12.5,20.0,,,,39.0
YNWC1,04/26/2021 10:02 UTC,38.0,100.0,3.0,172.0,5.99,0.0,0.46,5.99,37.0,26.4,12.5,188.0,,S,,38.0
YNWC1,04/26/2021 11:02 UTC,37.0,100.0,1.0,198.0,5.99,0.0,0.48,5.99,36.0,26.6,12.4,150.0,,SSW,,37.0
YNWC1,04/26/2021 12:02 UTC,37.0,100.0,0.0,,2.0,0.0,0.48,2.0,37.0,26.6,12.4,165.0,,,,37.0
YNWC1,04/26/2021 13:02 UTC,37.0,100.0,0.0,,1.0,0.0,0.48,1.0,37.0,26.5,12.4,95.0,,,,37.0
YNWC1,04/26/2021 14:02 UTC,37.0,100.0,1.0,197.0,2.0,9.0,0.48,2.0,36.0,26.6,12.4,200.0,,SSW,,37.0
YNWC1,04/26/2021 15:02 UTC,37.0,100.0,1.0,193.0,2.0,20.0,0.48,2.0,37.0,26.6,12.4,348.0,,SSW,,37.0
YNWC1,04/26/2021 16:02 UTC,40.0,100.0,2.0,125.0,3.0,65.0,0.48,3.0,41.0,26.4,12.7,147.0,,SE,,40.0
YNWC1,04/26/2021 17:02 UTC,42.0,93.0,3.0,151.0,4.0,81.0,0.48,4.0,43.0,25.9,12.7,145.0,,SSE,,40.1
YNWC1,04/26/2021 18:02 UTC,46.0,70.0,4.0,183.0,9.0,208.0,0.48,9.0,48.0,24.4,13.0,192.0,,S,,36.66
YNWC1,04/26/2021 19:02 UTC,53.0,51.0,3.0,217.0,11.0,622.0,0.48,11.0,64.0,22.0,13.8,210.0,,SW,,35.2
YNWC1,04/26/2021 20:02 UTC,53.0,46.0,4.0,202.0,8.0,822.0,0.48,8.0,65.0,19.0,13.3,200.0,,SSW,,32.6
YNWC1,04/26/2021 21:02 UTC,47.0,55.0,3.0,160.0,9.0,191.0,0.48,9.0,49.0,18.7,13.1,203.0,,SSE,,31.51
YNWC1,04/26/2021 22:02 UTC,45.0,73.0,3.0,204.0,5.99,113.0,0.49,5.99,45.0,17.4,13.0,184.0,,SSW,,36.77
YNWC1,04/26/2021 23:02 UTC,43.0,76.0,0.0,,4.0,76.0,0.5,4.0,43.0,19.5,12.9,205.0,,,,35.87
YNWC1,04/27/2021 00:02 UTC,46.0,68.0,2.0,228.0,5.0,99.0,0.5,5.0,44.0,20.3,12.9,194.0,,SW,,35.92
YNWC1,04/27/2021 01:02 UTC,45.0,69.0,3.0,218.0,7.0,89.0,0.5,7.0,45.0,19.8,12.9,211.0,,SW,,35.33
YNWC1,04/27/2021 02:02 UTC,43.0,78.0,1.0,81.0,4.0,24.0,0.5,4.0,43.0,19.3,12.8,206.0,,E,,36.53
YNWC1,04/27/2021 03:02 UTC,41.0,82.0,0.0,,3.0,3.0,0.5,3.0,41.0,18.9,12.8,153.0,,,,35.86
YNWC1,04/27/2021 04:02 UTC,40.0,88.0,0.0,,2.0,0.0,0.5,2.0,39.0,19.5,12.7,138.0,,,,36.69
YNWC1,04/27/2021 05:02 UTC,38.0,95.0,0.0,,2.0,0.0,0.5,2.0,37.0,20.7,12.7,211.0,,,,36.68
YNWC1,04/27/2021 06:02 UTC,37.0,98.0,1.0,215.0,2.0,0.0,0.5,2.0,36.0,21.6,12.7,216.0,,SW,,36.48
YNWC1,04/27/2021 07:02 UTC,35.0,100.0,0.0,,1.0,0.0,0.5,1.0,34.0,22.5,12.6,190.0,,,,35.0
YNWC1,04/27/2021 08:02 UTC,34.0,100.0,0.0,,2.0,0.0,0.5,2.0,33.0,23.0,12.6,155.0,,,,34.0
YNWC1,04/27/2021 09:02 UTC,33.0,100.0,0.0,,2.0,0.0,0.5,2.0,31.0,23.4,12.6,219.0,,,,33.0
YNWC1,04/27/2021 10:02 UTC,32.0,100.0,0.0,,2.0,0.0,0.5,2.0,30.0,24.1,12.6,221.0,,,,32.0
YNWC1,04/27/2021 11:02 UTC,31.0,100.0,0.0,,2.0,0.0,0.5,2.0,30.0,24.4,12.5,217.0,,,,31.0
YNWC1,04/27/2021 12:02 UTC,30.0,100.0,0.0,,2.0,0.0,0.5,2.0,29.0,24.6,12.5,225.0,,,,30.0
YNWC1,04/27/2021 13:02 UTC,30.0,100.0,1.0,223.0,2.0,0.0,0.5,2.0,28.0,25.0,12.5,212.0,,SW,,30.0
YNWC1,04/27/2021 14:02 UTC,30.0,100.0,0.0,,2.0,4.0,0.5,2.0,29.0,25.3,12.4,231.0,,,,30.0
YNWC1,04/27/2021 15:02 UTC,31.0,100.0,1.0,207.0,3.0,9.0,0.5,3.0,29.0,25.5,12.4,148.0,,SSW,,31.0
YNWC1,04/27/2021 16:02 UTC,33.0,98.0,3.0,146.0,4.0,26.0,0.5,4.0,32.0,25.6,12.5,147.0,,SE,,32.49
YNWC1,04/27/2021 17:02 UTC,47.0,51.0,3.0,110.0,4.0,120.0,0.5,4.0,44.0,25.1,12.6,134.0,,ESE,,29.64
YNWC1,04/27/2021 19:02 UTC,59.0,31.0,4.0,212.0,9.0,934.0,0.5,9.0,74.0,13.3,14.1,186.0,,SSW,,28.24
YNWC1,04/27/2021 20:02 UTC,62.0,32.0,3.0,232.0,8.0,905.0,0.5,8.0,75.0,10.8,14.0,174.0,,SW,,31.65
YNWC1,04/27/2021 21:02 UTC,58.0,39.0,5.0,190.0,10.0,635.0,0.5,10.0,66.0,10.2,13.3,211.0,,S,,33.02
YNWC1,04/27/2021 22:02 UTC,56.0,46.0,5.0,185.0,9.0,420.0,0.5,9.0,61.0,10.0,13.1,194.0,,S,,35.35
YNWC1,04/27/2021 23:02 UTC,58.0,46.0,4.0,214.0,9.0,174.0,0.5,9.0,60.0,10.0,13.1,181.0,,SW,,37.19
YNWC1,04/28/2021 00:02 UTC,56.0,45.0,2.0,161.0,7.0,90.0,0.5,7.0,55.0,10.0,13.0,202.0,,SSE,,34.8
YNWC1,04/28/2021 01:02 UTC,54.0,34.0,2.0,288.0,13.0,27.0,0.5,13.0,52.0,9.4,12.9,148.0,,WNW,,26.07
YNWC1,04/28/2021 02:02 UTC,53.0,34.0,2.0,91.0,9.0,27.0,0.5,9.0,51.0,9.2,12.9,305.0,,E,,25.18
YNWC1,04/28/2021 03:02 UTC,48.0,44.0,3.0,193.0,9.0,3.0,0.5,9.0,46.0,9.1,12.8,199.0,,SSW,,26.93
YNWC1,04/28/2021 04:02 UTC,43.0,61.0,1.0,256.0,5.0,0.0,0.5,5.0,41.0,9.3,12.8,213.0,,WSW,,30.33
YNWC1,04/28/2021 05:02 UTC,40.0,71.0,1.0,274.0,7.0,0.0,0.5,7.0,38.0,10.2,12.8,201.0,,W,,31.25
YNWC1,04/28/2021 06:02 UTC,38.0,75.0,1.0,246.0,4.0,0.0,0.5,4.0,35.0,10.5,12.7,347.0,,WSW,,30.69
YNWC1,04/28/2021 07:02 UTC,37.0,81.0,1.0,15.0,4.0,0.0,0.5,4.0,34.0,11.1,12.7,164.0,,NNE,,31.64
YNWC1,04/28/2021 08:02 UTC,36.0,77.0,1.0,263.0,3.0,0.0,0.5,3.0,34.0,11.9,12.7,4.0,,W,,29.4
YNWC1,04/28/2021 09:02 UTC,35.0,76.0,0.0,,3.0,0.0,0.5,3.0,32.0,12.6,12.7,197.0,,,,28.11
YNWC1,04/28/2021 10:02 UTC,34.0,79.0,0.0,,3.0,0.0,0.5,3.0,31.0,13.3,12.6,205.0,,,,28.09
YNWC1,04/28/2021 11:02 UTC,34.0,81.0,1.0,317.0,3.0,0.0,0.5,3.0,31.0,14.1,12.6,352.0,,NW,,28.71
YNWC1,04/28/2021 12:02 UTC,33.0,76.0,0.0,,3.0,0.0,0.5,3.0,31.0,14.6,12.6,342.0,,,,26.17
YNWC1,04/28/2021 13:02 UTC,32.0,76.0,0.0,,2.0,0.0,0.5,2.0,29.0,15.0,12.6,312.0,,,,25.2
YNWC1,04/28/2021 14:02 UTC,31.0,78.0,0.0,,2.0,4.0,0.5,2.0,29.0,15.7,12.6,139.0,,,,24.86
YNWC1,04/28/2021 15:02 UTC,31.0,81.0,0.0,,3.0,9.0,0.5,3.0,29.0,16.3,12.5,209.0,,,,25.78
YNWC1,04/28/2021 16:02 UTC,35.0,73.0,2.0,148.0,4.0,29.0,0.5,4.0,33.0,18.1,12.6,156.0,,SSE,,27.12
YNWC1,04/28/2021 17:02 UTC,54.0,25.0,3.0,123.0,4.0,116.0,0.5,4.0,52.0,16.2,12.8,145.0,,ESE,,18.77
YNWC1,04/28/2021 18:02 UTC,66.0,18.0,4.0,200.0,7.0,579.0,0.5,7.0,81.0,12.0,13.8,196.0,,SSW,,21.2
YNWC1,04/28/2021 19:02 UTC,69.0,17.0,4.0,209.0,8.0,976.0,0.5,8.0,86.0,9.7,13.8,204.0,,SSW,,22.33
YNWC1,04/28/2021 20:02 UTC,73.0,20.0,3.0,218.0,10.0,1026.0,0.5,10.0,89.0,9.3,13.3,212.0,,SW,,29.54
YNWC1,04/28/2021 21:02 UTC,74.0,22.0,5.0,197.0,9.0,1005.0,0.5,9.0,91.0,8.2,13.3,206.0,,SSW,,32.72
YNWC1,04/28/2021 22:02 UTC,72.0,23.0,5.0,203.0,10.0,915.0,0.5,10.0,90.0,8.0,13.1,197.0,,SSW,,32.13
YNWC1,04/28/2021 23:02 UTC,70.0,26.0,5.0,192.0,12.0,291.0,0.5,12.0,70.0,7.6,13.0,176.0,,SSW,,33.46
YNWC1,04/29/2021 00:02 UTC,69.0,28.0,3.0,211.0,11.0,39.0,0.5,11.0,68.0,7.6,13.0,201.0,,SSW,,34.44
YNWC1,04/29/2021 01:02 UTC,67.0,31.0,2.0,185.0,7.0,24.0,0.5,7.0,65.0,7.5,12.9,200.0,,S,,35.26
YNWC1,04/29/2021 02:02 UTC,61.0,46.0,1.0,26.0,5.0,9.0,0.5,5.0,58.0,7.5,12.9,218.0,,NNE,,39.94
YNWC1,04/29/2021 03:02 UTC,55.0,60.0,0.0,,2.0,3.0,0.5,2.0,52.0,7.6,12.8,332.0,,,,41.25
YNWC1,04/29/2021 04:02 UTC,51.0,69.0,1.0,16.0,3.0,0.0,0.5,3.0,49.0,8.0,12.8,352.0,,NNE,,41.09
YNWC1,04/29/2021 05:02 UTC,48.0,76.0,1.0,358.0,3.0,0.0,0.5,3.0,46.0,8.5,12.8,152.0,,N,,40.72
YNWC1,04/29/2021 06:02 UTC,46.0,79.0,1.0,249.0,3.0,0.0,0.5,3.0,43.0,9.1,12.7,141.0,,WSW,,39.78
YNWC1,04/29/2021 07:02 UTC,44.0,84.0,1.0,357.0,3.0,0.0,0.5,3.0,42.0,10.2,12.7,346.0,,N,,39.42
YNWC1,04/29/2021 08:02 UTC,42.0,88.0,0.0,,2.0,0.0,0.5,2.0,40.0,10.7,12.7,191.0,,,,38.66
YNWC1,04/29/2021 09:02 UTC,41.0,88.0,1.0,243.0,4.0,0.0,0.5,4.0,39.0,11.3,12.7,189.0,,WSW,,37.68
YNWC1,04/29/2021 10:02 UTC,40.0,88.0,1.0,235.0,2.0,0.0,0.5,2.0,38.0,12.3,12.6,207.0,,SW,,36.69
YNWC1,04/29/2021 11:02 UTC,39.0,89.0,1.0,237.0,2.0,0.0,0.5,2.0,37.0,13.3,12.6,222.0,,WSW,,35.99
YNWC1,04/29/2021 12:02 UTC,38.0,89.0,1.0,271.0,3.0,0.0,0.5,3.0,36.0,14.2,12.6,188.0,,W,,35.01
YNWC1,04/29/2021 13:02 UTC,37.0,90.0,0.0,,3.0,0.0,0.5,3.0,35.0,15.4,12.6,314.0,,,,34.3
YNWC1,04/29/2021 14:02 UTC,37.0,89.0,1.0,225.0,2.0,6.0,0.5,2.0,36.0,16.3,12.6,201.0,,SW,,34.02
YNWC1,04/29/2021 15:02 UTC,38.0,89.0,1.0,198.0,3.0,10.0,0.5,3.0,37.0,17.2,12.6,315.0,,SSW,,35.01
YNWC1,04/29/2021 16:02 UTC,43.0,78.0,2.0,150.0,3.0,37.0,0.5,3.0,42.0,18.7,12.6,134.0,,SSE,,36.53
YNWC1,04/29/2021 17:02 UTC,61.0,43.0,2.0,122.0,3.0,107.0,0.5,3.0,61.0,16.3,12.8,126.0,,ESE,,38.2
YNWC1,04/29/2021 18:02 UTC,75.0,23.0,3.0,121.0,5.0,514.0,0.5,5.0,88.0,12.2,13.7,146.0,,ESE,,34.67
YNWC1,04/29/2021 19:02 UTC,80.0,18.0,3.0,209.0,8.0,891.0,0.5,8.0,95.0,9.5,13.7,180.0,,SSW,,32.77
YNWC1,04/29/2021 20:02 UTC,79.0,19.0,5.0,189.0,10.0,988.0,0.5,10.0,96.0,8.5,13.2,192.0,,S,,33.28
YNWC1,04/29/2021 21:02 UTC,81.0,22.0,5.0,184.0,11.0,968.0,0.5,11.0,98.0,7.9,13.4,199.0,,S,79.83,38.63
YNWC1,04/29/2021 22:02 UTC,81.0,25.0,5.99,193.0,11.0,905.0,0.5,11.0,98.0,7.3,13.1,212.0,,SSW,79.97,41.91
YNWC1,04/29/2021 23:02 UTC,79.0,27.0,5.0,198.0,12.0,284.0,0.5,12.0,79.0,7.2,13.0,215.0,,SSW,,42.18
YNWC1,04/30/2021 00:02 UTC,77.0,29.0,5.0,185.0,10.0,44.0,0.5,10.0,76.0,7.2,13.0,168.0,,S,,42.29
YNWC1,04/30/2021 01:02 UTC,75.0,31.0,4.0,184.0,10.0,28.0,0.5,10.0,73.0,7.2,12.9,193.0,,S,,42.27
YNWC1,04/30/2021 02:02 UTC,69.0,40.0,0.0,,8.0,12.0,0.5,8.0,67.0,7.2,12.9,196.0,,,,43.58
YNWC1,04/30/2021 03:02 UTC,63.0,53.0,0.0,,2.0,4.0,0.5,2.0,60.0,7.4,12.8,339.0,,,,45.49
YNWC1,04/30/2021 04:02 UTC,59.0,64.0,0.0,,1.0,0.0,0.5,1.0,56.0,7.7,12.8,343.0,,,,46.74
