# STATION: JSDC1
# STATION NAME: JERSEYDALE
# LATITUDE: 37.543730
# LONGITUDE: -119.839700
# ELEVATION [ft]: 3762.0
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,water_temp_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
JSDC1,01/03/2021 01:47 UTC,45.0,77.0,3.0,158.0,5.0,1.0,5.12,,5.0,40.0,14.8,13.2,,,,198.0,,SSE,,38.14
JSDC1,01/03/2021 02:47 UTC,44.0,80.0,1.0,70.0,4.0,0.0,5.12,,4.0,41.0,14.7,13.1,,,,177.0,,ENE,,38.16
JSDC1,01/03/2021 03:47 UTC,43.0,89.0,4.0,315.0,5.0,0.0,5.12,,5.0,42.0,16.8,13.1,,,,319.0,,NW,,39.94
JSDC1,01/03/2021 04:47 UTC,44.0,85.0,2.0,350.0,5.0,0.0,5.12,,5.0,42.0,17.5,13.0,,,,336.0,,N,,39.73
JSDC1,01/03/2021 05:47 UTC,44.0,86.0,2.0,147.0,3.0,0.0,5.12,,3.0,41.0,17.8,13.0,,,,144.0,,SSE,,40.03
JSDC1,01/03/2021 06:47 UTC,44.0,94.0,1.0,166.0,3.0,0.0,5.12,,3.0,42.0,19.6,13.0,,,,184.0,,SSE,,42.36
JSDC1,01/03/2021 07:47 UTC,44.0,93.0,1.0,58.0,3.0,0.0,5.12,,3.0,43.0,19.9,12.9,,,,66.0,,ENE,,42.08
JSDC1,01/03/2021 08:47 UTC,41.0,47.0,3.0,311.0,5.0,0.0,5.13,,5.0,41.0,21.3,12.9,,,,320.0,,NW,,22.11
JSDC1,01/03/2021 09:47 UTC,41.0,22.0,4.0,322.0,5.99,0.0,5.14,,5.99,40.0,22.7,12.9,,,,347.0,,NW,,4.84
JSDC1,01/03/2021 10:47 UTC,41.0,28.0,2.0,335.0,5.99,0.0,5.14,,5.99,39.0,23.7,12.9,,,,340.0,,NNW,,10.15
JSDC1,01/03/2021 11:47 UTC,41.0,35.0,2.0,306.0,4.0,0.0,5.14,,4.0,39.0,24.1,12.8,,,,359.0,,NW,,15.21
JSDC1,01/03/2021 12:47 UTC,40.0,40.0,3.0,313.0,7.0,0.0,5.14,,7.0,38.0,24.6,12.8,,,,347.0,,NW,,17.4
JSDC1,01/03/2021 13:47 UTC,41.0,48.0,3.0,304.0,5.0,0.0,5.14,,5.0,40.0,25.4,12.8,,,,296.0,,NW,,22.62
JSDC1,01/03/2021 14:47 UTC,41.0,50.0,3.0,286.0,7.0,0.0,5.14,,7.0,35.0,25.2,12.8,,52.0,40.0,299.0,,WNW,,23.6
JSDC1,01/03/2021 15:47 UTC,40.0,34.0,3.0,301.0,5.0,10.0,5.14,,5.0,35.0,26.0,12.8,,,,338.0,,WNW,,13.66
JSDC1,01/03/2021 16:47 UTC,43.0,,3.0,331.0,5.0,113.0,5.14,,5.0,44.0,24.8,14.0,,,,303.0,,NNW,,
JSDC1,01/03/2021 17:47 UTC,51.0,83.0,1.0,158.0,4.0,299.0,5.14,,4.0,54.0,23.3,13.8,,,,151.0,,SSE,,45.97
JSDC1,01/03/2021 18:47 UTC,53.0,80.0,3.0,131.0,8.0,463.0,5.14,,8.0,60.0,22.1,13.9,,,,93.0,,SE,,46.93
JSDC1,01/03/2021 19:47 UTC,51.0,85.0,2.0,203.0,7.0,379.0,5.14,,7.0,56.0,19.1,14.0,,,,180.0,,SSW,,46.6
JSDC1,01/03/2021 20:47 UTC,49.0,89.0,2.0,148.0,8.0,132.0,5.14,,8.0,52.0,20.2,13.9,,,,179.0,,SSE,,45.86
JSDC1,01/03/2021 21:47 UTC,48.0,92.0,4.0,151.0,7.0,144.0,5.14,,7.0,51.0,20.2,14.4,,,,168.0,,SSE,,45.76
JSDC1,01/03/2021 22:47 UTC,47.0,84.0,2.0,156.0,5.99,96.0,5.14,,5.99,49.0,20.8,13.9,,,,188.0,,SSE,,42.36
JSDC1,01/03/2021 23:47 UTC,47.0,86.0,2.0,189.0,5.0,109.0,5.14,,5.0,48.0,20.5,14.1,,,,156.0,,S,,42.98
JSDC1,01/04/2021 00:47 UTC,45.0,72.0,4.0,331.0,5.0,29.0,5.14,,5.0,43.0,22.1,13.4,,,,320.0,,NNW,,36.42
JSDC1,01/04/2021 01:47 UTC,44.0,57.0,2.0,142.0,5.0,0.0,5.14,,5.0,42.0,24.3,13.2,,,,319.0,,SE,,29.59
JSDC1,01/04/2021 02:47 UTC,44.0,9.0,3.0,160.0,5.0,0.0,5.14,,5.0,44.0,24.4,13.1,,,,148.0,,SSE,,-11.21
JSDC1,01/04/2021 03:47 UTC,44.0,4.0,2.0,154.0,7.0,0.0,5.14,,7.0,43.0,24.9,13.1,,,,147.0,,SSE,,-26.36
JSDC1,01/04/2021 04:47 UTC,43.0,23.0,1.0,270.0,5.99,0.0,5.14,,5.99,42.0,25.0,13.0,,,,147.0,,W,,7.51
JSDC1,01/04/2021 05:47 UTC,42.0,29.0,3.0,149.0,5.0,0.0,5.14,,5.0,40.0,25.6,13.0,,,,145.0,,SSE,,11.81
JSDC1,01/04/2021 06:47 UTC,43.0,40.0,1.0,136.0,5.0,0.0,5.14,,5.0,39.0,25.3,12.9,,,,150.0,,SE,,20.11
JSDC1,01/04/2021 07:47 UTC,42.0,40.0,5.0,321.0,7.0,0.0,5.14,,7.0,40.0,26.2,12.9,,,,315.0,,NW,,19.21
JSDC1,01/04/2021 08:47 UTC,42.0,46.0,3.0,355.0,7.0,0.0,5.14,,7.0,40.0,25.9,12.9,,,,339.0,,N,,22.52
JSDC1,01/04/2021 09:47 UTC,43.0,77.0,1.0,159.0,7.0,0.0,5.14,,7.0,40.0,26.3,12.9,,,,163.0,,SSE,,36.2
JSDC1,01/04/2021 10:47 UTC,43.0,82.0,1.0,201.0,4.0,0.0,5.14,,4.0,41.0,26.4,12.9,,,,210.0,,SSW,,37.82
JSDC1,01/04/2021 11:47 UTC,42.0,81.0,1.0,124.0,5.0,0.0,5.14,,5.0,41.0,26.4,12.8,,,,208.0,,SE,,36.53
JSDC1,01/04/2021 12:47 UTC,42.0,76.0,1.0,347.0,4.0,0.0,5.14,,4.0,40.0,26.3,12.8,,,,99.0,,NNW,,34.9
JSDC1,01/04/2021 13:47 UTC,42.0,72.0,3.0,317.0,5.99,0.0,5.14,,5.99,40.0,26.4,12.8,,,,321.0,,NW,,33.53
JSDC1,01/04/2021 14:47 UTC,42.0,92.0,4.0,331.0,5.99,0.0,5.14,,5.99,40.0,26.4,12.8,,53.0,40.0,342.0,,NNW,,39.82
JSDC1,01/04/2021 15:47 UTC,42.0,93.0,3.0,352.0,5.0,8.0,5.14,,5.0,35.0,26.0,12.8,,,,356.0,,N,,40.1
JSDC1,01/04/2021 16:47 UTC,45.0,74.0,3.0,165.0,4.0,63.0,5.14,,4.0,41.0,26.1,13.2,,,,152.0,,SSE,,37.12
JSDC1,01/04/2021 17:47 UTC,46.0,77.0,5.0,200.0,8.0,150.0,5.14,,8.0,46.0,24.0,13.8,,,,158.0,,SSW,,39.12
JSDC1,01/04/2021 18:47 UTC,47.0,72.0,7.0,172.0,14.99,264.0,5.14,,14.99,51.0,19.6,14.1,,,,185.0,,S,,38.35
JSDC1,01/04/2021 19:47 UTC,49.0,68.0,2.0,138.0,10.0,240.0,5.14,,10.0,52.0,17.1,14.0,,,,204.0,,SE,,38.79
JSDC1,01/04/2021 20:47 UTC,47.0,74.0,5.99,156.0,16.0,100.0,5.15,,16.0,46.0,18.6,14.0,,,,146.0,,SSE,,39.05
JSDC1,01/04/2021 21:47 UTC,46.0,93.0,2.0,310.0,8.0,83.0,5.16,,8.0,47.0,22.3,14.5,,,,155.0,,NW,,44.07
JSDC1,01/04/2021 22:47 UTC,46.0,89.0,2.0,184.0,5.99,50.0,5.17,,5.99,47.0,23.9,14.0,,,,165.0,,S,,42.9
JSDC1,01/04/2021 23:47 UTC,46.0,26.0,7.0,170.0,13.0,68.0,5.2,,13.0,46.0,24.8,13.5,,,,189.0,,S,,12.81
JSDC1,01/05/2021 00:47 UTC,45.0,7.0,7.0,166.0,12.0,16.0,5.24,,12.0,45.0,25.7,13.3,,,,187.0,,SSE,,-15.32
JSDC1,01/05/2021 01:47 UTC,44.0,1.0,4.0,171.0,14.01,1.0,5.29,,14.01,43.0,26.0,13.2,,,,215.0,,S,,-48.96
JSDC1,01/05/2021 02:47 UTC,44.0,7.0,2.0,138.0,8.0,0.0,5.3,,8.0,43.0,26.2,13.1,,,,173.0,,SE,,-16.07
JSDC1,01/05/2021 03:47 UTC,42.0,9.0,1.0,138.0,3.0,0.0,5.3,,3.0,40.0,26.0,13.0,,,,173.0,,SE,,-12.74
JSDC1,01/05/2021 04:47 UTC,42.0,15.0,1.0,72.0,4.0,0.0,5.3,,4.0,37.0,25.5,13.0,,,,147.0,,ENE,,-2.46
JSDC1,01/05/2021 05:47 UTC,41.0,20.0,0.0,,3.0,0.0,5.3,,3.0,32.0,26.3,13.0,,,,49.0,,,,2.79
JSDC1,01/05/2021 06:47 UTC,40.0,14.0,2.0,308.0,4.0,0.0,5.3,,4.0,31.0,26.3,12.9,,,,306.0,,NW,,-5.5
JSDC1,01/05/2021 07:47 UTC,38.0,34.0,4.0,333.0,5.99,0.0,5.3,,5.99,32.0,26.6,12.9,,,,336.0,,NNW,,11.89
JSDC1,01/05/2021 08:47 UTC,37.0,41.0,4.0,329.0,5.0,0.0,5.3,,5.0,32.0,26.4,12.9,,,,338.0,,NNW,,15.26
JSDC1,01/05/2021 09:47 UTC,35.0,47.0,4.0,329.0,5.99,0.0,5.3,,5.99,31.0,26.4,12.8,,,,342.0,,NNW,,16.6
JSDC1,01/05/2021 10:47 UTC,34.0,52.0,4.0,328.0,5.99,0.0,5.3,,5.99,31.0,26.3,12.8,,,,336.0,,NNW,,18.04
JSDC1,01/05/2021 11:47 UTC,33.0,52.0,5.0,324.0,5.99,0.0,5.3,,5.99,29.0,26.4,12.8,,,,339.0,,NW,,17.11
JSDC1,01/05/2021 12:47 UTC,32.0,51.0,5.0,333.0,5.99,0.0,5.3,,5.99,29.0,26.3,12.8,,,,323.0,,NNW,,15.73
JSDC1,01/05/2021 13:47 UTC,33.0,57.0,4.0,333.0,5.99,0.0,5.3,,5.99,28.0,26.2,12.8,,,,339.0,,NNW,,19.26
JSDC1,01/05/2021 14:47 UTC,32.0,94.0,4.0,324.0,5.99,0.0,5.3,,5.99,28.0,26.1,12.8,,49.0,32.0,314.0,,NW,,30.45
JSDC1,01/05/2021 15:47 UTC,33.0,86.0,4.0,325.0,5.99,8.0,5.3,,5.99,29.0,26.2,12.8,,,,330.0,,NW,,29.22
JSDC1,01/05/2021 16:47 UTC,40.0,80.0,4.0,315.0,5.99,205.0,5.31,,5.99,38.0,23.3,14.7,,,,327.0,,NW,,34.26
JSDC1,01/05/2021 17:47 UTC,46.0,70.0,2.0,302.0,5.99,349.0,5.31,,5.99,50.0,23.4,14.4,,,,312.0,,WNW,,36.66
JSDC1,01/05/2021 18:47 UTC,52.0,71.0,4.0,157.0,7.0,454.0,5.31,,7.0,57.0,23.1,13.8,,,,150.0,,SSE,,42.8
JSDC1,01/05/2021 19:47 UTC,53.0,73.0,4.0,181.0,8.0,535.0,5.31,,8.0,59.0,23.2,14.1,,,,196.0,,S,,44.49
JSDC1,01/05/2021 20:47 UTC,54.0,66.0,3.0,166.0,7.0,546.0,5.31,,7.0,60.0,21.6,14.1,,,,162.0,,SSE,,42.79
JSDC1,01/05/2021 21:47 UTC,54.0,64.0,3.0,148.0,7.0,491.0,5.31,,7.0,61.0,18.7,13.7,,,,170.0,,SSE,,41.99
JSDC1,01/05/2021 22:47 UTC,55.0,61.0,3.0,141.0,5.99,380.0,5.31,,5.99,59.0,16.5,14.0,,,,195.0,,SE,,41.68
JSDC1,01/05/2021 23:47 UTC,54.0,67.0,3.0,173.0,5.99,236.0,5.31,,5.99,56.0,15.0,13.7,,,,210.0,,S,,43.19
JSDC1,01/06/2021 00:47 UTC,45.0,85.0,2.0,137.0,5.99,48.0,5.31,,5.99,40.0,16.8,13.4,,,,160.0,,SE,,40.71
JSDC1,01/06/2021 01:47 UTC,42.0,94.0,0.0,,4.0,1.0,5.31,,4.0,33.0,19.5,13.2,,,,122.0,,,,40.38
JSDC1,01/06/2021 02:47 UTC,41.0,61.0,4.0,295.0,5.99,0.0,5.31,,5.99,34.0,21.1,13.1,,,,328.0,,WNW,,28.44
JSDC1,01/06/2021 03:47 UTC,40.0,85.0,2.0,323.0,4.0,0.0,5.31,,4.0,31.0,22.3,13.1,,,,286.0,,NW,,35.8
JSDC1,01/06/2021 04:47 UTC,40.0,63.0,0.0,,3.0,0.0,5.31,,3.0,31.0,23.1,13.0,,,,5.0,,,,28.28
JSDC1,01/06/2021 05:47 UTC,39.0,69.0,1.0,334.0,3.0,0.0,5.31,,3.0,30.0,24.3,13.0,,,,333.0,,NNW,,29.58
JSDC1,01/06/2021 06:47 UTC,41.0,90.0,0.0,,3.0,0.0,5.31,,3.0,32.0,25.5,12.9,,,,299.0,,,,38.26
JSDC1,01/06/2021 07:47 UTC,40.0,93.0,0.0,,4.0,0.0,5.31,,4.0,32.0,24.7,12.9,,,,165.0,,,,38.11
JSDC1,01/06/2021 08:47 UTC,38.0,75.0,3.0,322.0,4.0,0.0,5.31,,4.0,30.0,24.9,12.9,,,,343.0,,NW,,30.69
JSDC1,01/06/2021 09:47 UTC,37.0,48.0,5.0,315.0,5.99,0.0,5.31,,5.99,31.0,25.7,12.9,,,,316.0,,NW,,18.93
JSDC1,01/06/2021 10:47 UTC,36.0,74.0,5.0,315.0,5.99,0.0,5.31,,5.99,30.0,25.9,12.8,,,,311.0,,NW,,28.42
JSDC1,01/06/2021 11:47 UTC,39.0,77.0,5.0,343.0,7.0,0.0,5.31,,7.0,30.0,25.5,12.8,,,,339.0,,NNW,,32.32
JSDC1,01/06/2021 12:47 UTC,41.0,64.0,1.0,327.0,4.0,0.0,5.31,,4.0,28.0,25.6,12.8,,,,47.0,,NNW,,29.62
JSDC1,01/06/2021 13:47 UTC,39.0,69.0,5.0,315.0,5.99,0.0,5.31,,5.99,29.0,26.0,12.8,,,,298.0,,NW,,29.58
JSDC1,01/06/2021 14:47 UTC,40.0,61.0,3.0,327.0,5.99,0.0,5.31,,5.99,28.0,25.3,12.8,,57.0,32.0,341.0,,NNW,,27.49
JSDC1,01/06/2021 15:47 UTC,41.0,53.0,3.0,330.0,5.99,7.0,5.31,,5.99,29.0,25.8,12.8,,,,342.0,,NNW,,25.0
JSDC1,01/06/2021 16:47 UTC,49.0,35.0,4.0,344.0,5.99,169.0,5.31,,5.99,44.0,23.6,14.6,,,,315.0,,NNW,,22.33
JSDC1,01/06/2021 17:47 UTC,50.0,39.0,2.0,310.0,4.0,242.0,5.31,,4.0,49.0,23.2,14.2,,,,339.0,,NW,,25.82
JSDC1,01/06/2021 18:47 UTC,59.0,27.0,4.0,172.0,7.0,418.0,5.31,,7.0,64.0,16.4,13.8,,,,175.0,,S,,24.89
JSDC1,01/06/2021 19:47 UTC,58.0,35.0,4.0,179.0,7.0,415.0,5.31,,7.0,64.0,13.1,14.0,,,,150.0,,S,,30.33
JSDC1,01/06/2021 20:47 UTC,56.0,36.0,4.0,192.0,8.0,411.0,5.31,,8.0,61.0,11.2,13.9,,,,178.0,,SSW,,29.24
JSDC1,01/06/2021 21:47 UTC,58.0,38.0,3.0,217.0,7.0,333.0,5.31,,7.0,62.0,10.7,14.2,,,,181.0,,SW,,32.37
JSDC1,01/06/2021 22:47 UTC,57.0,48.0,2.0,239.0,5.0,236.0,5.31,,5.0,59.0,10.1,14.1,,,,175.0,,WSW,,37.35
JSDC1,01/06/2021 23:47 UTC,52.0,54.0,3.0,305.0,8.0,158.0,5.31,,8.0,53.0,10.2,13.8,,,,294.0,,NW,,35.72
JSDC1,01/07/2021 00:47 UTC,50.0,55.0,5.0,336.0,11.0,71.0,5.31,,11.0,48.0,10.6,13.4,,,,337.0,,NNW,,34.32
JSDC1,01/07/2021 01:47 UTC,47.0,64.0,4.0,311.0,8.0,1.0,5.31,,8.0,40.0,11.1,13.3,,,,283.0,,NW,,35.33
JSDC1,01/07/2021 02:47 UTC,45.0,60.0,2.0,302.0,5.0,0.0,5.31,,5.0,33.0,12.5,13.1,,,,343.0,,WNW,,31.81
JSDC1,01/07/2021 03:47 UTC,43.0,58.0,2.0,323.0,3.0,0.0,5.31,,3.0,31.0,13.3,13.1,,,,314.0,,NW,,29.08
JSDC1,01/07/2021 04:47 UTC,39.0,64.0,4.0,316.0,5.0,0.0,5.31,,5.0,30.0,15.0,13.0,,,,304.0,,NW,,27.72
JSDC1,01/07/2021 05:47 UTC,39.0,59.0,4.0,330.0,5.99,0.0,5.31,,5.99,29.0,15.6,13.0,,,,338.0,,NNW,,25.73
JSDC1,01/07/2021 06:47 UTC,38.0,56.0,5.0,316.0,5.99,0.0,5.31,,5.99,29.0,15.7,12.9,,,,325.0,,NW,,23.53
JSDC1,01/07/2021 07:47 UTC,38.0,51.0,4.0,326.0,7.0,0.0,5.31,,7.0,29.0,15.5,12.9,,,,316.0,,NW,,21.29
JSDC1,01/07/2021 08:47 UTC,37.0,51.0,5.0,318.0,7.0,0.0,5.31,,7.0,28.0,15.3,12.9,,,,312.0,,NW,,20.36
JSDC1,01/07/2021 09:47 UTC,38.0,48.0,5.99,319.0,7.0,0.0,5.31,,7.0,28.0,15.2,12.9,,,,325.0,,NW,,19.85
JSDC1,01/07/2021 10:47 UTC,36.0,50.0,4.0,325.0,5.99,0.0,5.31,,5.99,25.0,15.5,12.8,,,,302.0,,NW,,18.97
JSDC1,01/07/2021 11:47 UTC,37.0,43.0,4.0,329.0,5.99,0.0,5.31,,5.99,26.0,15.6,12.8,,,,320.0,,NNW,,16.36
JSDC1,01/07/2021 12:47 UTC,36.0,47.0,5.0,315.0,7.0,0.0,5.31,,7.0,27.0,15.4,12.8,,,,322.0,,NW,,17.52
JSDC1,01/07/2021 13:47 UTC,42.0,27.0,2.0,352.0,7.0,0.0,5.31,,7.0,28.0,14.0,12.8,,,,339.0,,N,,10.2
JSDC1,01/07/2021 14:47 UTC,40.0,27.0,3.0,311.0,4.0,0.0,5.31,,4.0,28.0,13.7,12.8,,60.0,35.0,304.0,,NW,,8.48
JSDC1,01/07/2021 15:47 UTC,43.0,25.0,1.0,126.0,5.0,8.0,5.31,,5.0,33.0,12.7,12.8,,,,346.0,,SE,,9.35
JSDC1,01/07/2021 16:47 UTC,44.0,25.0,2.0,93.0,4.0,61.0,5.31,,4.0,38.0,12.3,13.0,,,,25.0,,E,,10.21
