# STATION: JSDC1
# STATION NAME: JERSEYDALE
# LATITUDE: 37.543730
# LONGITUDE: -119.839700
# ELEVATION [ft]: 3762.0
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,water_temp_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,air_temp_high_24_hour_set_1,air_temp_low_24_hour_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
JSDC1,04/14/2021 23:47 UTC,52.0,48.0,9.0,329.0,18.0,394.0,16.34,,18.0,62.0,8.4,13.6,,,,353.0,,NNW,,32.75
JSDC1,04/15/2021 00:47 UTC,50.0,48.0,9.0,346.0,19.0,425.0,16.34,,19.0,59.0,8.3,14.0,,,,347.0,,NNW,,30.91
JSDC1,04/15/2021 01:47 UTC,49.0,47.0,5.99,337.0,13.0,198.0,16.34,,13.0,50.0,8.1,14.1,,,,350.0,,NNW,,29.47
JSDC1,04/15/2021 02:47 UTC,43.0,66.0,4.0,336.0,9.0,19.0,16.34,,9.0,38.0,8.0,13.4,,,,343.0,,NNW,,32.3
JSDC1,04/15/2021 03:47 UTC,41.0,69.0,3.0,320.0,5.99,0.0,16.34,,5.99,34.0,8.2,13.3,,,,341.0,,NW,,31.5
JSDC1,04/15/2021 04:47 UTC,40.0,73.0,5.0,316.0,7.0,0.0,16.34,,7.0,34.0,8.6,13.2,,,,343.0,,NW,,31.95
JSDC1,04/15/2021 05:47 UTC,39.0,77.0,5.0,326.0,10.0,0.0,16.34,,10.0,33.0,9.3,13.0,,,,340.0,,NW,,32.32
JSDC1,04/15/2021 06:47 UTC,39.0,77.0,3.0,309.0,8.0,0.0,16.34,,8.0,33.0,10.4,12.9,,,,347.0,,NW,,32.32
JSDC1,04/15/2021 07:47 UTC,38.0,80.0,4.0,314.0,5.0,0.0,16.34,,5.0,32.0,10.8,12.9,,,,310.0,,NW,,32.31
JSDC1,04/15/2021 08:47 UTC,37.0,79.0,4.0,324.0,5.0,0.0,16.34,,5.0,31.0,11.5,12.9,,,,326.0,,NW,,31.02
JSDC1,04/15/2021 09:47 UTC,37.0,76.0,3.0,320.0,5.99,0.0,16.34,,5.99,31.0,12.3,12.9,,,,341.0,,NW,,30.05
JSDC1,04/15/2021 10:47 UTC,36.0,75.0,4.0,325.0,5.0,0.0,16.34,,5.0,30.0,13.3,12.8,,,,333.0,,NW,,28.75
JSDC1,04/15/2021 11:47 UTC,36.0,74.0,3.0,332.0,5.0,0.0,16.34,,5.0,29.0,14.0,12.8,,,,337.0,,NNW,,28.42
JSDC1,04/15/2021 12:47 UTC,35.0,74.0,4.0,319.0,5.0,0.0,16.34,,5.0,29.0,15.0,12.8,,,,323.0,,NW,,27.45
JSDC1,04/15/2021 13:47 UTC,35.0,73.0,4.0,334.0,5.0,4.0,16.34,,5.0,29.0,15.6,12.8,,,,337.0,,NNW,,27.12
JSDC1,04/15/2021 14:47 UTC,42.0,57.0,4.0,334.0,5.99,96.0,16.34,,5.99,41.0,15.5,12.9,,58.0,35.0,340.0,,NNW,,27.71
JSDC1,04/15/2021 15:47 UTC,49.0,50.0,3.0,301.0,5.0,358.0,16.34,,5.0,56.0,14.2,13.3,,,,337.0,,WNW,,31.0
JSDC1,04/15/2021 16:47 UTC,54.0,35.0,5.99,336.0,10.0,576.0,16.34,,10.0,66.0,11.8,13.7,,,,345.0,,NNW,,26.77
JSDC1,04/15/2021 17:47 UTC,59.0,28.0,3.0,267.0,10.0,764.0,16.34,,10.0,72.0,10.2,13.6,,,,344.0,,W,,25.77
JSDC1,04/15/2021 18:47 UTC,62.0,24.0,3.0,28.0,12.0,899.0,16.34,,12.0,77.0,9.7,13.5,,,,358.0,,NNE,,24.65
JSDC1,04/15/2021 19:47 UTC,60.0,40.0,9.0,198.0,17.0,964.0,16.34,,17.0,76.0,9.0,13.5,,,,202.0,,SSW,,35.46
JSDC1,04/15/2021 20:47 UTC,62.0,35.0,5.0,185.0,14.01,981.0,16.34,,14.01,79.0,8.6,13.4,,,,184.0,,S,,33.89
JSDC1,04/15/2021 21:47 UTC,58.0,41.0,7.0,217.0,14.99,637.0,16.34,,14.99,65.0,8.9,13.6,,,,166.0,,SW,,34.27
JSDC1,04/15/2021 22:47 UTC,60.0,40.0,3.0,24.0,13.0,514.0,16.34,,13.0,68.0,7.8,13.6,,,,204.0,,NNE,,35.46
JSDC1,04/15/2021 23:47 UTC,63.0,37.0,3.0,216.0,13.0,506.0,16.34,,13.0,74.0,8.2,13.5,,,,222.0,,SW,,36.18
JSDC1,04/16/2021 00:47 UTC,61.0,36.0,5.99,307.0,14.99,477.0,16.34,,14.99,71.0,7.6,13.9,,,,225.0,,NW,,33.7
JSDC1,04/16/2021 01:47 UTC,57.0,39.0,5.99,285.0,11.0,202.0,16.34,,11.0,57.0,7.4,14.0,,,,306.0,,WNW,,32.12
JSDC1,04/16/2021 02:47 UTC,53.0,43.0,3.0,339.0,12.0,20.0,16.34,,12.0,46.0,7.4,13.3,,,,306.0,,NNW,,30.92
JSDC1,04/16/2021 03:47 UTC,50.0,47.0,4.0,345.0,7.0,0.0,16.34,,7.0,41.0,7.5,13.2,,,,354.0,,NNW,,30.38
JSDC1,04/16/2021 04:47 UTC,49.0,45.0,4.0,339.0,10.0,0.0,16.34,,10.0,39.0,7.8,13.1,,,,353.0,,NNW,,28.4
JSDC1,04/16/2021 05:47 UTC,47.0,50.0,3.0,323.0,8.0,0.0,16.34,,8.0,38.0,8.0,13.0,,,,0.0,,NW,,29.15
JSDC1,04/16/2021 06:47 UTC,45.0,53.0,4.0,349.0,5.99,0.0,16.34,,5.99,37.0,8.2,13.0,,,,2.0,,N,,28.73
JSDC1,04/16/2021 07:47 UTC,45.0,55.0,3.0,320.0,4.0,0.0,16.34,,4.0,38.0,8.7,12.9,,,,340.0,,NW,,29.64
JSDC1,04/16/2021 08:47 UTC,43.0,62.0,4.0,330.0,5.0,0.0,16.34,,5.0,37.0,8.9,12.9,,,,336.0,,NNW,,30.73
JSDC1,04/16/2021 09:47 UTC,43.0,63.0,3.0,327.0,5.0,0.0,16.34,,5.0,36.0,9.4,12.9,,,,337.0,,NNW,,31.13
JSDC1,04/16/2021 10:47 UTC,42.0,66.0,4.0,318.0,5.0,0.0,16.34,,5.0,36.0,10.2,12.9,,,,326.0,,NW,,31.34
JSDC1,04/16/2021 11:47 UTC,43.0,65.0,4.0,334.0,5.0,0.0,16.34,,5.0,36.0,10.4,12.8,,,,339.0,,NNW,,31.91
JSDC1,04/16/2021 12:47 UTC,42.0,66.0,3.0,332.0,5.0,0.0,16.34,,5.0,36.0,10.6,12.8,,,,315.0,,NNW,,31.34
JSDC1,04/16/2021 13:47 UTC,42.0,67.0,3.0,332.0,4.0,4.0,16.34,,4.0,36.0,11.0,12.8,,,,329.0,,NNW,,31.72
JSDC1,04/16/2021 14:47 UTC,48.0,58.0,3.0,318.0,5.0,98.0,16.34,,5.0,48.0,11.2,12.9,,63.0,42.0,323.0,,NW,,33.78
JSDC1,04/16/2021 15:47 UTC,57.0,43.0,2.0,187.0,5.0,352.0,16.34,,5.0,64.0,10.8,13.3,,,,167.0,,S,,34.56
JSDC1,04/16/2021 16:47 UTC,60.0,41.0,4.0,143.0,8.0,565.0,16.34,,8.0,72.0,9.9,13.6,,,,149.0,,SE,,36.08
JSDC1,04/16/2021 17:47 UTC,61.0,39.0,5.0,165.0,9.0,747.0,16.34,,9.0,76.0,9.5,13.5,,,,152.0,,SSE,,35.72
JSDC1,04/16/2021 18:47 UTC,63.0,39.0,5.0,150.0,11.0,882.0,16.34,,11.0,78.0,8.6,13.6,,,,182.0,,SSE,,37.52
JSDC1,04/16/2021 19:47 UTC,63.0,40.0,7.0,176.0,14.01,954.0,16.34,,14.01,80.0,8.1,14.3,,,,198.0,,S,,38.16
JSDC1,04/16/2021 20:47 UTC,64.0,38.0,5.99,153.0,16.0,962.0,16.34,,16.0,80.0,7.8,13.5,,,,179.0,,SSE,,37.75
JSDC1,04/16/2021 21:47 UTC,66.0,36.0,5.99,192.0,14.01,905.0,16.34,,14.01,81.0,7.6,13.4,,,,201.0,,SSW,,38.16
JSDC1,04/16/2021 22:47 UTC,65.0,37.0,5.99,193.0,14.99,771.0,16.34,,14.99,79.0,7.7,13.4,,,,181.0,,SSW,,37.97
JSDC1,04/16/2021 23:47 UTC,66.0,29.0,4.0,276.0,11.0,620.0,16.34,,11.0,77.0,7.1,13.4,,,,291.0,,W,,32.71
JSDC1,04/17/2021 00:47 UTC,65.0,32.0,5.0,272.0,12.0,419.0,16.34,,12.0,73.0,7.0,13.5,,,,227.0,,W,,34.29
JSDC1,04/17/2021 01:47 UTC,61.0,39.0,3.0,261.0,9.0,203.0,16.34,,9.0,61.0,6.8,13.5,,,,236.0,,W,,35.72
JSDC1,04/17/2021 02:47 UTC,57.0,43.0,1.0,284.0,5.99,26.0,16.34,,5.99,51.0,6.7,13.3,,,,259.0,,WNW,,34.56
JSDC1,04/17/2021 03:47 UTC,52.0,54.0,2.0,335.0,4.0,0.0,16.34,,4.0,43.0,7.0,13.2,,,,348.0,,NNW,,35.72
JSDC1,04/17/2021 04:47 UTC,52.0,52.0,3.0,299.0,5.0,0.0,16.34,,5.0,44.0,7.5,13.1,,,,302.0,,WNW,,34.76
JSDC1,04/17/2021 05:47 UTC,51.0,55.0,8.0,348.0,9.0,0.0,16.34,,9.0,44.0,7.8,13.0,,,,343.0,,NNW,,35.25
JSDC1,04/17/2021 06:47 UTC,47.0,63.0,4.0,316.0,9.0,0.0,16.34,,9.0,41.0,8.2,13.0,,,,343.0,,NW,,34.93
JSDC1,04/17/2021 07:47 UTC,48.0,59.0,4.0,314.0,5.0,0.0,16.34,,5.0,41.0,8.7,12.9,,,,322.0,,NW,,34.21
JSDC1,04/17/2021 08:47 UTC,48.0,55.0,4.0,318.0,5.0,0.0,16.34,,5.0,40.0,9.2,12.9,,,,316.0,,NW,,32.45
JSDC1,04/17/2021 09:47 UTC,46.0,53.0,4.0,325.0,5.0,0.0,16.34,,5.0,39.0,9.5,12.9,,,,315.0,,NW,,29.66
JSDC1,04/17/2021 10:47 UTC,47.0,49.0,5.0,327.0,5.99,0.0,16.34,,5.99,39.0,10.2,12.9,,,,323.0,,NNW,,28.65
JSDC1,04/17/2021 11:47 UTC,45.0,49.0,4.0,324.0,5.99,0.0,16.34,,5.99,38.0,10.3,12.8,,,,323.0,,NW,,26.8
JSDC1,04/17/2021 12:47 UTC,45.0,48.0,4.0,325.0,5.0,0.0,16.34,,5.0,37.0,10.3,12.8,,,,337.0,,NW,,26.3
JSDC1,04/17/2021 13:47 UTC,45.0,50.0,4.0,323.0,5.0,5.0,16.34,,5.0,37.0,10.5,12.8,,,,340.0,,NW,,27.3
JSDC1,04/17/2021 14:47 UTC,50.0,44.0,3.0,334.0,5.0,104.0,16.34,,5.0,50.0,10.4,12.9,,67.0,44.0,323.0,,NNW,,28.76
JSDC1,04/17/2021 15:47 UTC,58.0,35.0,4.0,350.0,5.99,363.0,16.34,,5.99,65.0,10.1,13.3,,,,340.0,,N,,30.33
JSDC1,04/17/2021 16:47 UTC,65.0,32.0,3.0,144.0,7.0,578.0,16.34,,7.0,77.0,8.9,13.6,,,,169.0,,SE,,34.29
JSDC1,04/17/2021 17:47 UTC,65.0,31.0,5.0,121.0,10.0,758.0,16.34,,10.0,78.0,8.3,13.5,,,,87.0,,ESE,,33.5
JSDC1,04/17/2021 18:47 UTC,67.0,30.0,5.0,169.0,11.0,891.0,16.34,,11.0,83.0,7.8,13.4,,,,139.0,,S,,34.43
JSDC1,04/17/2021 19:47 UTC,68.0,28.0,5.99,160.0,11.0,965.0,16.34,,11.0,85.0,7.4,13.5,,,,165.0,,SSE,,33.58
JSDC1,04/17/2021 20:47 UTC,68.0,36.0,5.99,172.0,14.99,974.0,16.34,,14.99,84.0,7.2,13.4,,,,200.0,,S,,39.95
JSDC1,04/17/2021 21:47 UTC,68.0,34.0,5.99,169.0,14.01,933.0,16.34,,14.01,83.0,6.9,13.4,,,,185.0,,S,,38.48
JSDC1,04/17/2021 22:47 UTC,67.0,32.0,5.99,230.0,14.01,734.0,16.34,,14.01,78.0,6.7,13.5,,,,227.0,,SW,,36.06
JSDC1,04/17/2021 23:47 UTC,69.0,30.0,5.0,290.0,12.0,672.0,16.34,,12.0,82.0,6.7,13.4,,,,208.0,,WNW,,36.18
JSDC1,04/18/2021 00:47 UTC,67.0,29.0,5.99,274.0,13.0,436.0,16.34,,13.0,75.0,6.5,13.4,,,,301.0,,W,,33.58
JSDC1,04/18/2021 01:47 UTC,63.0,33.0,4.0,307.0,10.0,202.0,16.34,,10.0,63.0,6.3,14.1,,,,225.0,,NW,,33.3
JSDC1,04/18/2021 02:47 UTC,59.0,37.0,2.0,341.0,5.99,20.0,16.34,,5.99,49.0,6.2,13.3,,,,305.0,,NNW,,32.6
JSDC1,04/18/2021 03:47 UTC,55.0,40.0,1.0,311.0,5.99,0.0,16.34,,5.99,44.0,6.4,13.1,,,,11.0,,NW,,30.94
JSDC1,04/18/2021 04:47 UTC,53.0,43.0,3.0,336.0,5.0,0.0,16.34,,5.0,42.0,6.6,13.1,,,,296.0,,NNW,,30.92
JSDC1,04/18/2021 05:47 UTC,52.0,45.0,3.0,303.0,5.99,0.0,16.34,,5.99,41.0,6.8,13.0,,,,297.0,,WNW,,31.14
JSDC1,04/18/2021 06:47 UTC,51.0,44.0,3.0,315.0,5.0,0.0,16.34,,5.0,41.0,7.2,13.0,,,,315.0,,NW,,29.67
JSDC1,04/18/2021 07:47 UTC,49.0,38.0,4.0,316.0,5.99,0.0,16.34,,5.99,40.0,7.4,12.9,,,,317.0,,NW,,24.29
JSDC1,04/18/2021 08:47 UTC,47.0,36.0,4.0,324.0,5.99,0.0,16.34,,5.99,39.0,7.6,12.9,,,,314.0,,NW,,21.21
JSDC1,04/18/2021 09:47 UTC,45.0,39.0,5.0,324.0,7.0,0.0,16.34,,7.0,37.0,7.8,12.9,,,,315.0,,NW,,21.32
JSDC1,04/18/2021 10:47 UTC,46.0,35.0,5.0,319.0,5.99,0.0,16.34,,5.99,38.0,8.0,12.8,,,,340.0,,NW,,19.66
JSDC1,04/18/2021 11:47 UTC,45.0,34.0,5.0,328.0,7.0,0.0,16.34,,7.0,37.0,8.1,12.8,,,,316.0,,NNW,,18.09
JSDC1,04/18/2021 12:47 UTC,45.0,34.0,5.99,318.0,8.0,0.0,16.34,,8.0,37.0,8.1,12.8,,,,314.0,,NW,,18.09
JSDC1,04/18/2021 13:47 UTC,45.0,31.0,5.99,314.0,8.0,5.0,16.34,,8.0,37.0,8.3,12.8,,,,314.0,,NW,,15.95
JSDC1,04/18/2021 14:47 UTC,53.0,27.0,5.99,316.0,8.0,117.0,16.34,,8.0,52.0,8.3,12.9,,70.0,44.0,313.0,,NW,,19.71
JSDC1,04/18/2021 15:47 UTC,60.0,23.0,5.99,335.0,9.0,386.0,16.34,,9.0,66.0,8.3,13.3,,,,348.0,,NNW,,21.94
JSDC1,04/18/2021 16:47 UTC,67.0,17.0,4.0,0.0,8.0,604.0,16.34,,8.0,78.0,7.7,13.5,,,,346.0,,N,,20.69
JSDC1,04/18/2021 17:47 UTC,69.0,14.0,5.0,246.0,10.0,783.0,16.34,,10.0,82.0,7.0,13.5,,,,259.0,,WSW,,17.82
JSDC1,04/18/2021 18:47 UTC,71.0,13.0,5.0,160.0,12.0,919.0,16.34,,12.0,85.0,6.5,13.4,,,,196.0,,SSE,,17.72
JSDC1,04/18/2021 19:47 UTC,73.0,16.0,5.0,229.0,12.0,987.0,16.34,,12.0,87.0,6.1,13.3,,,,215.0,,SW,,24.17
JSDC1,04/18/2021 20:47 UTC,73.0,18.0,7.0,225.0,14.99,989.0,16.34,,14.99,87.0,5.9,13.3,,,,217.0,,SW,,26.99
JSDC1,04/18/2021 21:47 UTC,72.0,17.0,5.99,240.0,17.0,932.0,16.34,,17.0,85.0,5.8,13.3,,,,219.0,,WSW,,24.79
JSDC1,04/18/2021 22:47 UTC,73.0,15.0,5.0,242.0,14.99,814.0,16.34,,14.99,86.0,5.6,13.3,,,,175.0,,WSW,,22.65
JSDC1,04/18/2021 23:47 UTC,72.0,21.0,5.99,288.0,12.0,642.0,16.34,,12.0,82.0,5.5,13.3,,,,282.0,,WNW,,29.89
JSDC1,04/19/2021 00:47 UTC,70.0,19.0,5.99,303.0,13.0,436.0,16.34,,13.0,79.0,5.5,13.4,,,,1.0,,WNW,,25.8
JSDC1,04/19/2021 01:47 UTC,67.0,19.0,5.0,266.0,10.0,209.0,16.34,,10.0,66.0,5.3,13.4,,,,310.0,,W,,23.3
JSDC1,04/19/2021 02:47 UTC,61.0,26.0,3.0,332.0,5.99,22.0,16.34,,5.99,51.0,5.1,13.2,,,,302.0,,NNW,,25.71
JSDC1,04/19/2021 03:47 UTC,57.0,28.0,3.0,327.0,7.0,0.0,16.34,,7.0,45.0,5.2,13.1,,,,348.0,,NNW,,24.03
JSDC1,04/19/2021 04:47 UTC,59.0,23.0,4.0,352.0,7.0,0.0,16.34,,7.0,46.0,5.5,13.1,,,,4.0,,N,,21.09
JSDC1,04/19/2021 05:47 UTC,55.0,28.0,4.0,335.0,7.0,0.0,16.34,,7.0,45.0,5.4,13.0,,,,339.0,,NNW,,22.3
JSDC1,04/19/2021 06:47 UTC,51.0,33.0,5.0,327.0,7.0,0.0,16.34,,7.0,44.0,5.6,13.0,,,,341.0,,NNW,,22.7
JSDC1,04/19/2021 07:47 UTC,54.0,31.0,4.0,311.0,7.0,0.0,16.34,,7.0,44.0,5.7,12.9,,,,332.0,,NW,,23.85
JSDC1,04/19/2021 08:47 UTC,52.0,36.0,4.0,330.0,5.0,0.0,16.34,,5.0,43.0,5.9,12.9,,,,2.0,,NNW,,25.67
JSDC1,04/19/2021 09:47 UTC,52.0,37.0,4.0,320.0,5.0,0.0,16.34,,5.0,43.0,6.0,12.9,,,,318.0,,NW,,26.34
JSDC1,04/19/2021 10:47 UTC,51.0,38.0,3.0,331.0,5.0,0.0,16.34,,5.0,42.0,6.1,12.8,,,,313.0,,NNW,,26.09
JSDC1,04/19/2021 11:47 UTC,50.0,40.0,4.0,329.0,5.0,0.0,16.34,,5.0,41.0,6.3,12.8,,,,340.0,,NNW,,26.43
JSDC1,04/19/2021 12:47 UTC,49.0,39.0,4.0,329.0,5.0,0.0,16.34,,5.0,41.0,6.5,12.8,,,,321.0,,NNW,,24.92
JSDC1,04/19/2021 13:47 UTC,48.0,41.0,4.0,316.0,5.0,7.0,16.34,,5.0,41.0,6.7,12.8,,,,316.0,,NW,,25.22
JSDC1,04/19/2021 14:47 UTC,56.0,33.0,3.0,330.0,5.99,118.0,16.34,,5.99,56.0,6.9,12.9,,74.0,48.0,325.0,,NNW,,27.12
JSDC1,04/19/2021 15:47 UTC,63.0,29.0,2.0,350.0,5.0,378.0,16.34,,5.0,71.0,7.1,13.3,,,,344.0,,N,,30.1
JSDC1,04/19/2021 16:47 UTC,69.0,25.0,4.0,198.0,7.0,601.0,16.34,,7.0,81.0,6.6,13.5,,,,139.0,,SSW,,31.63
JSDC1,04/19/2021 17:47 UTC,69.0,25.0,5.0,188.0,10.0,771.0,16.34,,10.0,84.0,6.4,13.5,,,,179.0,,S,,31.63
JSDC1,04/19/2021 18:47 UTC,72.0,23.0,4.0,146.0,9.0,903.0,16.34,,9.0,87.0,6.0,13.4,,,,180.0,,SE,,32.13
JSDC1,04/19/2021 19:47 UTC,74.0,23.0,4.0,166.0,10.0,973.0,16.34,,10.0,90.0,5.9,13.3,,,,201.0,,SSE,,33.82
JSDC1,04/19/2021 20:47 UTC,75.0,24.0,5.99,168.0,13.0,978.0,16.34,,13.0,89.0,5.6,13.3,,,,189.0,,SSE,,35.74
JSDC1,04/19/2021 21:47 UTC,75.0,24.0,5.0,225.0,16.0,918.0,16.34,,16.0,89.0,5.5,13.3,,,,179.0,,SW,,35.74
JSDC1,04/19/2021 22:47 UTC,75.0,21.0,5.99,256.0,14.99,802.0,16.34,,14.99,88.0,5.4,13.3,,,,223.0,,WSW,,32.41
JSDC1,04/19/2021 23:47 UTC,74.0,22.0,5.99,255.0,14.99,636.0,16.34,,14.99,84.0,5.4,13.3,,,,211.0,,WSW,,32.72
JSDC1,04/20/2021 00:47 UTC,73.0,23.0,4.0,295.0,14.01,436.0,16.34,,14.01,82.0,5.3,13.3,,,,284.0,,WNW,,32.97
JSDC1,04/20/2021 01:47 UTC,68.0,29.0,5.0,281.0,10.0,210.0,16.34,,10.0,67.0,5.2,13.8,,,,260.0,,W,,34.45
JSDC1,04/20/2021 02:47 UTC,63.0,35.0,3.0,320.0,8.0,31.0,16.34,,8.0,55.0,5.2,13.2,,,,306.0,,NW,,34.78
JSDC1,04/20/2021 03:47 UTC,60.0,40.0,5.0,331.0,9.0,0.0,16.34,,9.0,52.0,5.3,13.1,,,,339.0,,NNW,,35.46
JSDC1,04/20/2021 04:47 UTC,56.0,45.0,7.0,339.0,9.0,0.0,16.34,,9.0,49.0,5.5,13.1,,,,341.0,,NNW,,34.8
JSDC1,04/20/2021 05:47 UTC,55.0,47.0,5.0,323.0,8.0,0.0,16.34,,8.0,47.0,5.8,13.0,,,,341.0,,NW,,34.98
JSDC1,04/20/2021 06:47 UTC,55.0,46.0,3.0,338.0,5.99,0.0,16.34,,5.99,45.0,6.0,13.0,,,,322.0,,NNW,,34.44
JSDC1,04/20/2021 07:47 UTC,53.0,49.0,4.0,320.0,5.0,0.0,16.34,,5.0,44.0,6.2,12.9,,,,339.0,,NW,,34.19
JSDC1,04/20/2021 08:47 UTC,52.0,50.0,3.0,329.0,5.0,0.0,16.34,,5.0,44.0,6.6,12.9,,,,338.0,,NNW,,33.77
JSDC1,04/20/2021 09:47 UTC,52.0,50.0,3.0,321.0,4.0,0.0,16.34,,4.0,43.0,6.8,12.9,,,,322.0,,NW,,33.77
JSDC1,04/20/2021 10:47 UTC,51.0,52.0,4.0,332.0,5.0,0.0,16.34,,5.0,43.0,7.1,12.8,,,,337.0,,NNW,,33.83
JSDC1,04/20/2021 11:47 UTC,51.0,52.0,4.0,331.0,5.0,0.0,16.34,,5.0,43.0,7.4,12.8,,,,323.0,,NNW,,33.83
JSDC1,04/20/2021 12:47 UTC,49.0,55.0,4.0,327.0,5.0,0.0,16.34,,5.0,42.0,7.7,12.8,,,,313.0,,NNW,,33.38
JSDC1,04/20/2021 13:47 UTC,50.0,53.0,3.0,336.0,5.0,6.0,16.34,,5.0,42.0,8.0,12.8,,,,326.0,,NNW,,33.38
JSDC1,04/20/2021 14:47 UTC,56.0,45.0,3.0,327.0,5.0,127.0,16.34,,5.0,57.0,8.3,12.9,,76.0,49.0,336.0,,NNW,,34.8
JSDC1,04/20/2021 15:47 UTC,65.0,35.0,2.0,142.0,5.0,383.0,16.34,,5.0,73.0,8.3,13.3,,,,132.0,,SE,,36.55
JSDC1,04/20/2021 16:47 UTC,66.0,36.0,5.0,170.0,9.0,581.0,16.34,,9.0,78.0,7.6,13.4,,,,202.0,,S,,38.16
JSDC1,04/20/2021 17:47 UTC,67.0,36.0,7.0,187.0,13.0,701.0,16.34,,13.0,80.0,7.3,13.4,,,,203.0,,S,,39.05
JSDC1,04/20/2021 18:47 UTC,68.0,39.0,8.0,175.0,14.01,795.0,16.34,,14.01,82.0,6.8,13.4,,,,184.0,,S,,42.02
JSDC1,04/20/2021 19:47 UTC,67.0,41.0,10.0,179.0,17.0,702.0,16.34,,17.0,77.0,6.9,13.4,,,,180.0,,S,,42.42
JSDC1,04/20/2021 20:47 UTC,69.0,34.0,8.0,169.0,17.0,749.0,16.34,,17.0,83.0,6.8,13.4,,,,159.0,,S,,39.37
JSDC1,04/20/2021 21:47 UTC,70.0,29.0,8.0,186.0,18.0,930.0,16.34,,18.0,84.0,6.5,13.7,,,,178.0,,S,,36.2
JSDC1,04/20/2021 22:47 UTC,70.0,27.0,8.0,182.0,20.0,814.0,16.34,,20.0,83.0,6.5,13.4,,,,178.0,,S,,34.4
JSDC1,04/20/2021 23:47 UTC,69.0,27.0,8.0,193.0,18.0,650.0,16.34,,18.0,81.0,6.2,13.5,,,,202.0,,SSW,,33.54
JSDC1,04/21/2021 00:47 UTC,66.0,28.0,8.0,190.0,17.0,446.0,16.34,,17.0,76.0,5.9,13.5,,,,182.0,,S,,31.84
JSDC1,04/21/2021 01:47 UTC,62.0,36.0,7.0,187.0,14.99,216.0,16.34,,14.99,62.0,5.8,13.5,,,,200.0,,S,,34.59
JSDC1,04/21/2021 02:47 UTC,56.0,42.0,3.0,152.0,13.0,27.0,16.34,,13.0,49.0,5.7,13.3,,,,176.0,,SSE,,33.06
JSDC1,04/21/2021 03:47 UTC,50.0,65.0,2.0,91.0,5.99,0.0,16.34,,5.99,42.0,5.9,13.2,,,,248.0,,E,,38.58
JSDC1,04/21/2021 04:47 UTC,47.0,75.0,1.0,309.0,5.99,0.0,16.34,,5.99,39.0,6.0,13.1,,,,340.0,,NW,,39.4
JSDC1,04/21/2021 05:47 UTC,47.0,75.0,4.0,299.0,7.0,0.0,16.34,,7.0,40.0,6.5,13.0,,,,296.0,,WNW,,39.4
JSDC1,04/21/2021 06:47 UTC,48.0,71.0,1.0,40.0,5.99,0.0,16.34,,5.99,41.0,7.3,13.0,,,,340.0,,NE,,38.95
JSDC1,04/21/2021 07:47 UTC,47.0,73.0,1.0,318.0,3.0,0.0,16.34,,3.0,42.0,8.1,12.9,,,,286.0,,NW,,38.7
JSDC1,04/21/2021 08:47 UTC,48.0,66.0,2.0,111.0,5.99,0.0,16.34,,5.99,42.0,8.9,12.9,,,,125.0,,ESE,,37.07
JSDC1,04/21/2021 09:47 UTC,46.0,73.0,0.0,,3.0,0.0,16.34,,3.0,37.0,9.6,12.9,,,,237.0,,,,37.74
JSDC1,04/21/2021 10:47 UTC,45.0,74.0,2.0,116.0,4.0,0.0,16.34,,4.0,36.0,10.4,12.9,,,,164.0,,ESE,,37.12
JSDC1,04/21/2021 11:47 UTC,43.0,80.0,1.0,32.0,4.0,0.0,16.34,,4.0,34.0,11.1,12.8,,,,167.0,,NNE,,37.18
JSDC1,04/21/2021 12:47 UTC,43.0,82.0,0.0,,3.0,0.0,16.34,,3.0,36.0,11.5,12.8,,,,331.0,,,,37.82
JSDC1,04/21/2021 13:47 UTC,43.0,82.0,2.0,302.0,5.0,6.0,16.34,,5.0,37.0,12.8,12.8,,,,316.0,,WNW,,37.82
JSDC1,04/21/2021 14:47 UTC,47.0,75.0,4.0,155.0,7.0,136.0,16.34,,7.0,48.0,12.6,13.0,,71.0,40.0,164.0,,SSE,,39.4
JSDC1,04/21/2021 15:47 UTC,49.0,74.0,3.0,166.0,9.0,287.0,16.34,,9.0,54.0,13.3,13.3,,,,154.0,,SSE,,40.99
JSDC1,04/21/2021 16:47 UTC,53.0,62.0,4.0,147.0,8.0,553.0,16.34,,8.0,65.0,11.7,14.4,,,,172.0,,SSE,,40.21
JSDC1,04/21/2021 17:47 UTC,56.0,61.0,5.0,145.0,9.0,750.0,16.34,,9.0,71.0,10.5,13.7,,,,163.0,,SE,,42.63
JSDC1,04/21/2021 18:47 UTC,58.0,55.0,5.0,169.0,11.0,885.0,16.34,,11.0,75.0,9.9,13.5,,,,189.0,,S,,41.8
JSDC1,04/21/2021 19:47 UTC,60.0,53.0,5.0,188.0,12.0,801.0,16.34,,12.0,73.0,10.0,14.4,,,,150.0,,S,,42.7
