relative_humidity_set_1,wind_speed_set_1,dew_point_temperature_set_1d,peak_wind_direction_set_1
98,0,35.48,231
97,1,37.21,91
95,1,39.66,156
84,4,39.42,227
68,1,38.79,213
67,2,39.37,160
44,3,30.58,326
50,4,30.07,261
68,5,34.96,224
82,4,35.86,219
85,2,36.78,213
85,1,36.78,7
91,0,37.55,221
96,0,38.94,239
97,0,38.21,224
97,0,38.21,212
98,0,38.48,218
98,0,37.48,12
99,1,37.74,246
99,1,35.74,173
100,0,37,194
100,0,37,247
100,0,38,220
100,2,40,157
74,3,38.09,227
60,4,38.42,331
68,5.99,36.88,202
58,4,37.54,226
56,4,37.58,224
46,4,34.44,221
59,5,35.16,228
67,5,36.5,227
67,3,35.54,214
71,4,36.06,230
82,3,38.8,224
80,3,38.16,213
83,0,38.13,220
86,0,39.05,234
91,0,39.53,213
88,0,38.66,216
91,0,38.54,195
90,0,39.24,231
93,0,39.11,194
87,0,37.38,212
91,0,36.56,222
91,2,36.56,210
89,3,36.98,215
90,2,36.28,217
90,2,36.28,234
87,1,37.38,222
83,1,38.13,116
76,2,38.78,200
82,4,37.82,211
75,3,38.43,202
72,2,36.42,229
79,2,38.81,212
83,0,39.11,352
80,0,38.16,242
89,1,38.95,223
93,0,39.11,216
93,0,39.11,176
95,0,38.67,208
95,0,38.67,244
96,0,38.94,224
97,1,39.21,225
98,0,39.47,19
98,0,39.47,29
98,0,39.47,222
99,0,39.74,1
99,0,39.74,189
99,1,40.74,216
93,1,41.09,230
81,2,39.45,214
70,2,37.62,145
63,5,36.83,210
68,4,38.79,238
68,5,38.79,209
71,5,38.95,212
73,5,37.74,229
79,3,38.81,213
92,4,40.81,215
92,1,40.81,224
96,0,40.93,218
97,0,41.2,334
97,0,41.2,228
98,0,41.47,241
98,2,41.47,219
95,2,39.66,218
98,0,40.47,215
99,0,39.74,98
99,0,39.74,247
99,0,39.74,229
99,0,39.74,264
100,0,40,317
99,0,39.74,122
97,0,37.21,199
97,0,38.21,215
96,0,38.94,141
96,0,39.93,237
90,0,42.21,189
84,1,42.36,169
89,0,43.89,168
92,0,44.77,9
94,0,43.36,343
98,0,43.46,207
98,0,44.46,159
99,0,42.73,120
100,0,41,217
100,0,41,220
100,0,41,221
100,0,40,180
100,0,38,128
100,0,37,180
100,0,36,347
100,0,35,291
100,0,34,231
100,0,33,12
100,1,34,180
100,2,37,162
90,3,42.21,170
55,2,38.06,172
51,5,39.84,210
51,5,39.84,219
49,4,38.81,226
44,5,37.88,221
46,5,39.02,222
48,5,39.2,223
53,5,38.97,224
59,4,39.87,222
71,3,41.83,235
84,0,42.36,219
89,0,40.93,240
93,0,40.1,224
96,0,38.94,333
98,0,38.48,331
99,0,37.74,214
99,0,36.74,226
100,1,36,173
100,1,36,176
100,1,35,165
100,0,35,331
100,0,38,184
83,2,38.13,178
57,2,37.1,180
52,4,40.34,235
51,5.99,40.76,223
53,5,39.9,240
51,4,39.84,228
47,5,38.66,149
48,5,40.12,218
50,5,40.25,221
55,4,40.86,218
58,3,40.37,218
75,2,43.28,206
82,0,41.73,240
89,0,40.93,341
93,0,40.1,221
95,0,38.67,348
97,0,38.21,229
98,0,37.48,274
98,0,36.48,227
97,0,34.22,241
97,0,34.22,331
95,0,32.7,228
96,0,32.96,188
87,0,35.41,164
67,1,34.59,166
38,2,26.09,173
39,2,33.02,152
38,4,35.06,212
40,5,37.26,205
39,5,37.52,218
43,5,39.11,209
51,5.99,40.76,221
56,4,41.33,206
61,4,41.68,205
66,3,42.79,197
71,3,42.8,221
77,1,43,233
82,1,43.69,165
,,,
88,0,42.6,336
91,0,41.51,334
94,0,39.38,249
,,,
97,0,37.21,336
98,0,36.48,221
98,0,35.48,180
98,0,35.48,227
98,0,36.48,215
73,3,35.81,158
50,3,36.55,195
47,5.99,37.74,218
42,5,39.42,224
42,5,40.32,220
42,5.99,41.23,211
44,5.99,40.62,210
47,4,41.41,215
48,5,41.04,220
53,4,41.77,219
61,4,43.57,230
69,3,43.97,203
77,0,43.97,223
86,0,43.97,2
90,0,43.2,247
93,0,42.08,231
95,0,40.65,223
96,1,39.93,233
97,0,38.21,215
97,0,37.21,229
98,0,36.48,229
99,0,36.74,5
99,0,35.74,250
99,1,37.74,182
75,2,37.47,167
47,2,35.9,158
39,4,39.32,172
33,4,38.6,206
36,4,42.62,218
36,4,44.41,223
41,5,46.04,204
47,5.99,46.93,212
50,5.99,47.65,222
53,3,47.35,209
60,3,47.86,232
74,0,48.72,187
83,0,48.9,6
88,0,47.53,340
89,1,45.86,227
91,0,45.47,220
93,0,44.07,236
94,0,43.36,219
95,0,42.64,228
96,0,41.92,322
96,0,40.93,228
97,0,40.2,230
96,1,39.93,228
94,0,41.37,182
70,3,41.46,161
46,2,39.94,154
31,3,39.64,334
29,3,41.42,220
31,4,45.78,207
35,5,49,217
37,5,49.6,223
39,5,50.12,214
42,5,50.31,244
46,3,50.94,214
52,4,51.49,214
68,0,52.2,221
77,0,51.74,25
81,0,50.2,14
79,0,47.57,8
80,0,44.98,329
83,0,44.99,173
80,0,42.06,341
81,1,41.41,342
80,0,40.11,12
79,1,39.78,344
79,1,39.78,334
79,0,39.78,162
80,1,42.06,155
58,3,40.37,160
44,3,42.44,158
27,3,39.58,163
22,4,39.48,220
21,4,39.98,231
26,4,45.51,198
28,5,45.72,226
31,5,46.66,224
32,4,45.74,224
36,4,46.19,223
47,1,48.76,222
66,0,50.43,26
77,0,51.74,29
72,0,47.98,39
76,0,46.53,200
80,0,45.96,186
79,0,44.65,214
76,0,42.66,178
76,0,41.69,24
75,1,41.34,348
74,0,40.02,165
77,0,39.12,174
80,0,41.08,226
77,1,42.03,181
64,2,42.94,164
45,1,43.03,160
36,2,43.51,169
37,3,47.81,227
27,2,40.45,333
25,4,40.19,334
24,3,38.3,324
22,7,35.25,309
21,7,33.25,331
22,5,32.72,324
28,3,37.05,333
52,2,44.06,317
65,0,45.25,156
72,0,46.06,24
70,0,44.35,342
71,0,41.83,165
71,0,40.87,275
72,0,41.24,157
69,0,40.13,219
75,0,40.37,182
74,0,38.09,225
78,0,38.48,346
82,0,39.77,244
78,1,40.42,169
59,2,39.87,172
41,2,39.7,154
28,3,39.65,171
16,4,31.51,244
11,5.99,21.76,334
14,7,27.46,339
14,7,26.66,310
15,5,28.32,317
18,3,31.94,229
24,1,35.74,232
51,1,44.47,80
62,0,45.9,32
66,0,44.7,347
68,0,43.58,224
64,1,41.04,1
67,0,41.28,354
73,0,41.6,341
73,0,41.6,345
72,1,39.31,355
74,0,40.02,182
74,0,39.05,337
73,0,38.7,239
72,0,39.31,224
69,1,40.13,152
53,3,39.9,152
41,1,41.51,90
26,2,38.62,8
20,2,38.73,75
18,4,36.9,220
17,4,37.11,215
19,5,39.1,226
22,4,40.32,219
23,3,39.77,241
26,2,40.34,224
51,1,47.26,214
62,0,47.79,15
67,0,47.01,11
67,0,45.1,345
63,1,42.52,2
69,1,43.01,332
71,0,42.8,321
72,0,42.2,334
73,0,41.6,277
74,0,40.99,311
75,0,40.37,252
78,0,40.42,161
78,0,40.42,303
75,0,41.34,195
57,0,40.86,191
44,0,43.35,145
25,2,37.62,352
22,3,40.32,49
18,5,36.9,213
17,5,36.29,213
16,4,33.96,222
20,4,37.06,224
24,4,40,182
24,2,38.3,210
51,1,46.33,216
59,0,46.47,82
61,0,44.52,5
65,0,44.3,327
67,0,43.19,154
70,0,42.42,177
67,0,40.32,156
75,1,41.34,330
72,0,39.31,171
75,0,38.43,188
76,0,38.78,167
77,0,38.14,175
77,0,38.14,170
76,0,40.72,230
55,2,38.99,163
41,2,40.61,150
26,2,36.9,62
23,3,39.77,178
16,4,33.96,217
16,4,35.59,225
18,4,37.73,212
22,4,39.48,224
25,4,41.05,224
27,4,40.45,220
38,2,44.04,210
60,0,46.92,5
67,0,47.01,179
68,1,45.5,7
68,0,44.54,340
70,0,43.39,175
75,0,44.24,172
77,0,43,165
78,0,42.37,176
79,0,41.73,3
80,0,41.08,245
84,0,41.38,181
84,0,41.38,222
80,0,43.03,209
61,3,42.63,158
45,2,43.94,355
32,3,43.1,82
22,4,40.32,235
25,5,44.48,220
25,5,44.48,215
26,5,44.64,218
29,5,45.78,200
31,5.99,46.66,238
34,3,46.46,236
56,1,49.77,218
66,0,49.48,14
72,0,49.91,41
76,0,47.5,156
78,0,47.23,222
80,0,45.96,170
82,0,45.64,235
84,0,45.3,263
84,0,44.32,11
85,0,43.66,189
87,0,43.29,230
89,0,43.89,212
83,1,44.99,183
66,3,45.66,165
46,2,44.52,91
37,2,46.02,80
29,3,47.52,198
30,5,47.55,219
30,5,49.29,227
32,5,49.26,215
36,5,50.65,228
43,3,50.94,223
45,4,45.77,94
54,3,47.85,158
53,1,46.42,1
61,0,46.41,156
65,1,46.2,332
68,0,45.5,352
70,1,45.31,169
74,1,45.82,350
74,0,45.82,104
80,0,44.98,140
81,1,45.31,1
83,0,44.99,172
81,0,43.36,229
85,0,43.66,156
80,1,44.98,171
67,3,46.06,159
47,2,45.09,155
39,3,46.52,7
33,3,50.09,237
34,5,50.89,226
33,5,51.85,219
31,5,49.29,219
34,3,49.12,216
40,3,45.38,340
51,2,47.26,77
53,2,46.42,182
60,2,45.97,
63,1,46.32,16
66,1,45.66,339
67,1,44.15,31
75,0,45.21,39
76,0,44.59,138
79,0,44.65,17
79,0,42.7,167
82,0,43.69,351
84,0,43.34,232
83,0,42.05,330
87,0,43.29,333
82,1,45.64,162
65,2,45.25,158
52,2,47.77,167
38,2,46.73,77
31,3,48.42,220
30,5,48.42,222
31,4,50.17,207
31,4,49.29,221
34,3,50,219
34,2,49.12,206
36,4,47.98,226
39,4,46.52,202
66,0,50.43,229
71,0,49.53,31
75,0,48.12,8
75,0,47.15,351
81,0,47.27,165
80,0,45.96,323
85,0,46.6,170
85,0,45.62,177
85,0,44.64,165
84,0,44.32,174
86,0,43.97,208
89,0,44.88,183
86,1,46.92,168
69,2,46.84,166
54,2,47.85,88
44,3,50.65,9
40,5,50.8,219
31,5.99,46.66,337
37,4,50.5,327
31,4,44.91,347
41,5,48.75,224
44,4,48.83,235
44,3,47.91,234
48,3,46.57,212
59,3,47.41,159
72,0,47.98,227
80,0,47.91,24
83,0,46.94,10
87,0,47.23,238
87,1,46.24,229
90,0,46.16,155
89,0,44.88,231
91,0,45.47,237
90,0,43.2,181
90,0,41.22,346
91,0,41.51,336
84,1,42.36,164
63,2,39.68,164
46,2,39.94,94
38,4,42.24,212
41,5,46.04,217
40,5.99,46.29,226
41,5.99,48.75,209
42,5.99,48.49,209
44,5.99,47,224
45,5.99,46.69,216
48,5,46.57,205
53,4,46.42,215
62,2,47.79,220
76,1,47.5,225
81,0,47.27,20
83,0,45.97,35
88,0,45.56,182
90,0,45.17,215
91,0,44.48,222
93,0,43.07,231
94,0,42.36,174
95,0,42.64,238
95,0,41.65,226
95,0,42.64,208
90,1,43.2,186
73,2,43.53,166
56,3,46.02,274
51,3,48.18,210
48,5,49.33,225
46,5,50.02,222
43,5.99,49.12,208
46,5.99,49.1,215
48,5.99,48.41,223
51,5.99,48.18,228
51,4,47.26,212
59,5,49.29,215
64,2,48.65,216
76,0,49.44,217
83,0,48.9,122
88,0,47.53,335
90,0,46.16,182
92,0,45.76,242
92,0,45.76,23
90,0,44.19,3
90,0,43.2,158
89,0,41.92,221
90,0,41.22,335
93,0,42.08,178
83,1,42.05,165
62,3,40.21,148
52,2,43.13,137
51,5,49.11,214
50,5,49.5,219
52,5.99,50.56,218
52,5.99,50.56,223
67,4,51.79,213
65,5,50.97,217
66,2,52.34,204
72,4,51.84,226
77,0,52.71,211
80,0,51.81,160
88,0,50.49,163
93,0,50.02,333
96,0,49.89,221
96,0,47.9,239
97,0,47.18,239
97,0,45.19,4
97,0,44.19,223
98,0,43.46,225
98,0,42.47,233
98,0,41.47,223
98,0,42.47,176
96,1,43.91,178
76,2,44.59,162
52,3,43.13,94
48,4,48.41,219
47,4,51.52,211
46,5.99,51.85,193
44,5.99,51.56,207
44,5.99,51.56,230
47,5.99,50.6,227
47,5,49.68,220
49,5,49.88,223
55,3,50.22,225
63,3,51.07,215
75,0,51.02,224
82,0,50.53,1
89,0,48.82,182
92,0,47.74,174
91,0,46.46,237
92,0,44.77,171
94,0,44.35,168
94,0,44.35,227
95,0,43.64,229
93,0,44.07,171
88,1,45.56,171
68,1,43.58,157
50,2,42.1,95
44,2,46.09,94
48,5,50.25,220
47,5,49.68,231
48,5,50.25,200
48,5,50.25,190
49,5,48.96,218
50,5,48.58,203
55,4,49.28,226
62,3,50.64,230
73,0,50.29,224
81,0,50.2,23
84,1,50.21,127
86,0,49.87,1
89,0,49.81,162
89,0,48.82,162
89,0,47.84,178
92,0,46.75,236
93,0,46.05,205
93,0,45.06,93
94,0,45.34,179
95,0,45.63,182
82,2,46.62,161
72,1,47.98,163
54,5,46.92,221
50,5,48.58,219
45,5,49.43,225
42,5.99,49.4,239
44,5.99,49.74,211
46,5.99,50.02,238
52,5.99,49.63,195
54,5.99,49.72,222
55,4,49.28,232
58,3,48.83,221
63,2,48.22,219
77,0,49.8,207
83,0,48.9,15
88,0,48.52,34
90,0,48.14,218
93,0,47.04,177
93,0,47.04,327
94,0,46.34,242
95,0,44.63,175
94,0,44.35,173
95,0,44.63,230
95,0,44.63,180
91,0,45.47,229
75,3,46.18,158
59,3,48.35,222
54,5,49.72,216
59,5.99,50.24,215
57,5,51.18,201
57,4,51.18,208
57,3,50.24,206
57,4,50.24,234
63,5,50.12,224
66,3,49.48,223
73,1,51.25,215
66,3,47.57,219
74,1,48.72,219
83,0,48.9,174
88,1,47.53,220
93,0,47.04,350
94,0,45.34,237
96,0,44.91,241
96,0,42.92,220
97,0,42.2,3
97,0,42.2,219
97,0,41.2,227
97,1,41.2,227
95,1,43.64,161
75,3,43.28,165
56,2,44.14,165
50,4,47.65,230
47,5,49.68,212
47,5.99,51.52,216
47,5.99,50.6,219
50,5.99,50.43,240
50,4,49.5,231
50,3,48.58,213
68,1,51.24,17
75,0,50.05,6
79,0,48.55,3
85,0,48.57,350
87,0,47.23,46
89,1,45.86,168
91,0,45.47,227
92,0,44.77,228
93,0,43.07,242
95,0,42.64,219
95,0,42.64,216
95,0,41.65,222
95,0,41.65,13
89,2,43.89,175
69,2,43.01,158
52,3,44.06,169
48,3,49.33,218
44,5,49.74,236
41,5.99,49.66,241
40,5.99,49.9,227
39,5.99,49.22,222
42,5,48.49,229
43,5,48.21,219
45,5,47.6,213
50,4,46.73,229
53,3,46.42,216
70,1,48.19,213
79,0,48.55,33
83,0,46.94,38
87,0,46.24,227
87,0,45.26,222
88,1,43.59,179
90,0,43.2,214
89,0,40.93,233
84,0,38.44,203
83,0,36.17,253
85,0,36.78,339
73,1,36.77,169
53,3,34.31,162
32,2,30.77,163
27,2,32.67,169
27,4,39.58,231
30,5,43.17,229
29,5,44.04,209
29,5,43.16,218
33,4,44.79,212
36,5,45.3,215
39,4,45.62,211
45,3,46.69,218
59,1,48.35,217
74,0,49.69,10
80,0,48.89,26
81,0,48.24,350
84,0,47.27,220
83,0,44.99,239
86,0,44.95,243
89,0,43.89,211
89,0,42.9,348
90,0,42.21,242
89,0,41.92,185
90,0,42.21,242
83,0,43.03,180
60,3,42.19,163
45,2,43.03,61
39,2,44.72,71
32,5,45.74,217
31,4,47.54,209
31,5.99,48.42,229
30,5,48.42,221
32,4,47.5,228
32,5,46.62,221
35,4,47.23,195
40,3,48.09,227
65,0,51.92,229
75,0,51.99,17
77,0,50.77,165
81,0,50.2,345
80,1,47.91,230
82,0,47.6,225
85,0,47.58,245
84,0,46.29,228
85,1,45.62,243
87,0,44.27,228
87,0,44.27,236
88,0,44.58,181
85,0,45.62,168
65,2,46.2,163
47,2,46.93,19
40,2,48.09,81
54,1,51.59,62
63,1,52.97,80
51,1,50.04,354
54,0,51.59,333
63,0,53.92,157
68,2,54.11,17
67,2,49.88,19
67,0,50.84,6
73,1,51.25,92
70,1,48.19,30
70,1,47.23,22
65,2,46.2,16
70,2,47.23,77
71,1,47.61,7
69,0,45.88,5
71,0,44.72,185
72,0,45.09,170
77,0,43.97,7
80,0,44.01,340
83,1,44.99,179
77,1,45.91,179
58,1,46.01,168
49,2,49.88,155
32,3,48.38,194
30,1,47.55,225
,5,,
38,5.99,46.73,218
45,3,50.34,231
54,3,51.59,218
89,2,56.72,221
88,1,55.42,264
92,0,54.68,160
90,1,53.08,11
97,1,53.16,86
98,0,52.44,153
98,1,51.45,167
99,1,50.73,12
99,0,51.72,337
99,2,50.73,82
99,1,50.73,341
100,2,51,164
100,2,50,168
99,1,48.73,4
99,1,49.73,161
97,1,52.16,188
88,0,51.48,151
82,0,52.49,96
81,1,52.15,96
73,2,52.22,226
77,4,51.74,233
78,4,52.09,218
78,0,52.09,210
75,0,52.96,172
66,0,50.43,226
70,0,52.03,220
72,0,51.84,196
80,0,52.79,218
91,0,52.39,6
95,0,50.6,5
97,0,51.17,7
96,0,50.88,90
95,0,49.6,121
97,0,48.18,209
98,0,47.46,5
99,0,46.73,173
99,0,46.73,171
99,0,46.73,221
99,0,47.73,26
96,0,49.89,12
78,1,47.23,171
70,4,49.15,248
81,3,52.15,241
83,3,51.84,254
79,3,51.47,240
86,4,51.83,225
86,3,51.83,212
81,3,51.17,242
86,0,51.83,232
91,0,51.41,244
90,0,52.09,181
91,0,51.41,212
93,0,51.01,218
94,0,51.3,170
95,0,51.59,149
96,0,51.88,218
96,0,50.88,148
94,0,50.31,83
94,0,49.32,71
95,0,49.6,25
95,0,49.6,103
96,0,48.89,126
96,0,49.89,37
87,0,47.23,125
74,0,46.79,170
59,0,46.47,141
55,5,49.28,242
51,7,50.04,205
59,5.99,50.24,214
60,5.99,50.69,226
63,5,51.07,216
61,5.99,51.14,224
63,4,52.02,234
81,2,54.1,224
80,0,52.79,158
82,1,51.51,6
91,1,51.41,173
95,0,50.6,241
97,0,49.17,11
97,2,47.18,214
98,0,47.46,342
98,0,46.46,238
98,0,45.46,237
98,0,44.46,160
99,1,43.73,181
99,0,42.73,337
99,0,43.73,233
98,1,46.46,161
78,3,46.26,157
57,2,45.55,92
51,2,48.18,65
49,5.99,51.73,232
45,5,52.17,217
43,4,52.76,211
42,5,51.21,210
46,5,51.85,217
49,5,51.73,212
51,5,50.97,216
57,4,51.18,219
64,3,52.45,221
73,0,51.25,215
83,0,51.84,26
89,0,51.79,21
89,0,50.8,330
89,0,50.8,163
89,0,50.8,178
89,0,50.8,159
90,0,50.12,88
91,1,50.42,163
87,1,49.19,226
89,1,50.8,161
79,0,51.47,167
71,1,51.46,153
64,1,50.55,76
61,1,52.09,5
56,2,53.51,213
62,3,53.48,229
94,2,50.31,348
97,1,53.16,187
80,0,52.79,18
68,2,52.2,186
81,2,55.08,5
83,0,53.8,22
87,0,53.13,73
96,0,53.87,160
96,0,52.87,249
97,0,51.17,214
98,0,49.45,330
97,0,48.18,165
98,1,48.45,225
97,0,47.18,179
97,1,47.18,181
97,1,47.18,9
97,0,47.18,333
96,1,47.9,164
92,0,48.73,127
73,0,48.36,165
61,2,47.36,81
66,2,51.38,69
80,2,54.74,87
50,3,49.5,241
51,2,48.18,
89,3,49.81,64
88,1,52.46,182
89,0,52.77,99
91,1,53.38,138
90,0,54.07,10
94,0,53.29,143
97,0,51.17,225
98,0,50.45,330
98,0,49.45,1
99,0,49.73,168
99,0,48.73,219
99,0,47.73,10
99,0,47.73,224
99,0,47.73,331
99,0,48.73,175
99,0,48.73,354
99,0,49.73,6
98,0,51.45,336
87,1,51.16,61
66,2,49.48,332
56,3,50.7,237
55,5.99,53.02,212
57,4,52.12,212
63,4,52.02,214
70,4,52.03,217
92,2,55.67,212
86,3,53.8,199
85,0,54.46,216
87,0,55.1,76
,0,,
92,0,54.68,105
95,0,54.57,146
97,0,54.16,149
98,0,52.44,329
98,0,51.45,22
99,0,49.73,255
99,0,48.73,157
99,1,47.73,220
99,0,46.73,2
99,0,45.73,216
99,1,45.73,162
100,0,49,179
90,1,50.12,158
71,2,51.46,171
53,1,49.22,152
48,4,53.01,207
49,5,55.42,227
51,5.99,55.6,224
51,5.99,54.67,194
53,5.99,54.8,229
61,5.99,53.98,223
87,1,58.06,215
91,0,57.34,131
92,0,56.66,186
95,0,57.56,7
95,0,55.57,329
93,0,53.98,3
96,0,52.87,175
97,0,52.16,240
98,0,51.45,342
98,0,49.45,349
98,0,49.45,227
98,1,48.45,159
98,0,47.46,166
98,1,48.45,174
95,0,50.6,160
80,2,50.84,150
59,1,49.29,169
50,2,50.43,20
47,4,55.2,226
45,5,55.83,219
44,5.99,56.12,215
44,5,56.12,222
50,4,55.06,202
55,3,54.89,231
60,4,56.36,204
79,1,59.26,216
83,0,59.67,330
86,0,56.75,8
91,0,56.35,12
93,0,55.97,140
95,0,54.57,345
96,0,53.87,164
97,0,52.16,215
97,0,51.17,61
98,0,50.45,262
98,0,49.45,176
98,0,48.45,15
98,0,48.45,264
89,0,49.81,201
76,1,50.41,159
54,2,48.79,92
49,2,52.65,153
42,4,51.21,206
38,4,52.11,223
40,3,53.51,230
41,5,54.18,224
45,5,54.92,208
49,5.99,55.42,222
51,4,54.67,210
53,3,53.87,221
65,0,55.73,217
76,0,55.26,27
83,0,54.78,337
88,0,54.43,10
89,1,52.77,175
92,0,52.7,10
92,0,50.71,5
91,1,49.43,244
88,1,47.53,337
88,0,45.56,225
87,0,44.27,224
89,1,45.86,160
82,1,47.6,171
64,2,46.74,158
47,2,46.01,58
40,3,48.09,77
39,5,52.82,219
39,5,54.62,206
37,5,53.18,213
37,5,53.18,230
38,5.99,52.11,218
37,4,50.5,198
37,3,48.71,217
42,3,49.4,204
61,1,53.03,219
70,0,52.99,77
81,0,54.1,94
83,0,52.82,219
84,0,52.17,20
87,1,51.16,162
88,0,50.49,180
87,0,50.18,232
89,0,48.82,186
90,0,49.13,175
91,0,48.44,11
92,0,48.73,163
84,1,50.21,163
69,2,49.72,163
49,2,48.96,80
43,2,50.94,95
38,4,53.91,220
35,5,52.56,217
34,5,52.66,211
34,4,52.66,215
36,5,51.54,222
37,5,51.39,229
39,3,51.02,251
42,3,49.4,252
48,2,49.33,212
67,0,52.75,231
77,0,52.71,3
77,0,50.77,25
83,0,50.86,335
84,0,50.21,180
85,0,49.55,221
86,0,48.88,181
88,0,48.52,220
88,0,47.53,218
92,0,47.74,207
91,0,47.45,169
84,1,48.25,175
67,2,48.93,159
53,1,50.15,170
37,4,48.71,220
33,5,49.2,337
32,5,49.26,350
32,5,49.26,226
34,4,47.34,218
34,4,46.46,339
37,4,46.92,210
38,4,45.83,226
46,4,47.27,210
50,4,46.73,216
59,1,48.35,216
72,1,49.91,226
77,0,49.8,17
84,0,49.23,22
86,0,47.9,188
87,2,48.21,196
89,0,47.84,165
91,0,47.45,200
92,0,47.74,179
92,1,46.75,8
92,1,48.73,111
82,3,47.6,173
62,5,44.95,239
44,4,38.79,215
37,5.99,37.07,216
32,5,36.06,218
28,5,34.44,212
24,5,31.47,226
26,5.99,32.6,227
28,5,31.84,231
30,5.99,32.68,207
32,4,32.53,210
35,4,32.11,217
37,4,30.81,218
40,4,30.94,199
49,3,33.27,213
61,0,36,231
66,0,35.16,341
72,0,35.45,219
76,0,34.9,208
80,0,35.23,239
84,0,35.5,220
86,1,35.12,223
88,0,34.72,185
89,1,35.01,336
74,1,35.19,163
56,2,34.77,156
37,4,30.81,171
24,5,26.36,218
25,5.99,29.91,215
22,5,30.18,196
22,5,31.03,224
22,3,31.03,238
26,4,31.74,214
30,4,34.43,220
34,3,36.71,229
35,4,33.89,242
43,3,36.38,224
42,0,33.97,224
59,0,37.98,4
65,0,37.63,3
71,0,37.02,218
70,0,35.7,213
75,0,35.53,219
79,0,35.89,241
81,0,35.55,234
84,0,35.5,227
83,0,34.21,242
83,0,34.21,228
71,1,35.1,162
51,3,32.42,160
34,1,30.5,80
23,5,28.73,226
21,5.99,29.05,229
22,5,32.72,238
21,5,32.41,218
24,5,34.03,247
22,4,30.18,231
24,4,31.47,220
29,4,32.71,240
35,4,34.78,229
44,2,36.97,217
50,0,36.55,6
61,0,38.84,7
63,0,37.78,217
68,0,36.88,185
71,1,37.02,230
77,0,38.14,216
79,0,37.83,231
84,0,37.46,228
84,0,37.46,225
85,0,37.76,200
79,0,39.78,169
57,2,38.98,161
40,2,37.26,180
28,5,31.84,201
27,5,35.26,230
27,4,37.86,209
26,5,37.76,215
28,5,38.78,222
37,5,38.86,220
39,4,38.42,220
40,4,38.16,222
44,2,38.79,211
52,2,40.34,226
53,2,40.83,211
63,0,41.58,216
69,0,42.05,337
78,0,43.34,259
81,0,42.38,227
84,0,41.38,222
87,0,41.32,244
89,0,40.93,230
90,0,40.23,212
89,1,40.93,167
83,0,42.05,166
63,3,41.58,157
46,4,40.85,222
44,5,42.44,199
43,5,45.48,223
42,5,45.77,204
41,5.99,46.04,213
44,5.99,47,210
47,5.99,47.84,218
47,5,46.93,215
48,5,46.57,217
52,4,46.85,211
57,3,46.49,218
63,2,46.32,217
80,0,47.91,348
86,0,46.92,220
87,0,46.24,246
89,0,44.88,231
92,0,45.76,231
94,0,45.34,236
95,0,44.63,162
95,0,44.63,352
94,0,46.34,215
90,0,49.13,173
76,1,48.47,155
60,2,47.86,205
51,2,47.26,225
48,2,47.49,78
43,3,49.12,225
37,5,47.81,228
38,5,48.52,217
41,5.99,48.75,210
44,5.99,49.74,224
44,5,47.91,206
48,4,47.49,210
56,2,48.83,206
59,2,48.35,213
70,1,48.19,219
77,0,48.83,1
83,0,47.92,223
87,0,47.23,227
91,0,46.46,187
92,0,45.76,222
93,0,45.06,191
94,0,45.34,224
92,0,44.77,326
90,0,46.16,177
84,0,47.27,163
64,0,45.79,158
53,2,45.49,95
43,5,46.39,225
41,4,45.13,218
40,5,48.09,218
39,5,46.52,219
38,4,46.73,218
38,5,45.83,217
40,5,45.38,218
42,5.99,45.77,210
47,5,46.01,218
53,4,46.42,198
59,3,46.47,213
68,0,47.41,220
77,1,47.85,7
82,0,47.6,343
85,0,46.6,219
88,0,46.55,223
90,0,46.16,227
92,0,45.76,222
93,0,45.06,177
95,0,44.63,169
95,0,44.63,218
90,1,47.15,178
70,2,47.23,160
54,2,46.92,182
44,5,47,206
40,5,48.99,219
39,5.99,49.22,209
37,5,48.71,217
37,5,47.81,219
39,5,47.42,222
40,5,46.29,223
41,3,46.04,227
46,3,46.35,217
55,3,47.41,207
60,1,46.92,219
72,0,48.95,77
79,0,48.55,33
84,0,48.25,237
86,1,46.92,224
89,0,46.85,177
92,0,45.76,228
93,0,45.06,227
93,0,44.07,229
93,0,43.07,222
94,0,43.36,240
84,1,44.32,171
65,2,43.35,160
49,2,44.34,156
42,3,45.77,167
40,5,48.09,236
38,5.99,47.63,212
37,5,48.71,232
37,5.99,47.81,234
39,5,49.22,191
42,5.99,49.4,209
44,5,49.74,227
47,4,49.68,221
51,4,49.11,220
57,2,49.31,218
69,0,49.72,170
80,0,50.84,7
83,0,49.88,198
85,1,48.57,219
88,0,48.52,219
89,0,47.84,197
92,0,47.74,226
93,0,47.04,284
94,0,46.34,180
95,0,47.61,233
88,1,48.52,176
70,3,49.15,159
51,2,48.18,161
44,4,50.65,220
42,5,52.12,215
39,5.99,51.92,213
37,5.99,51.39,215
37,5,52.29,230
43,5,52.76,202
73,2,55.11,224
71,2,55.31,89
70,0,53.95,91
79,0,54.39,6
84,0,52.17,13
,1,,
89,1,51.79,17
84,1,49.23,20
84,0,48.25,13
83,0,45.97,1
83,0,44.99,221
85,0,44.64,344
87,0,44.27,339
89,0,43.89,331
89,0,44.88,179
81,0,46.29,180
59,1,45.52,165
47,1,47.84,160
29,4,44.04,207
24,4,43.42,217
24,4,45.12,200
25,5,47.05,244
27,5,49.09,215
