# STATION: WWNC1
# STATION NAME: WAWONA
# LATITUDE: 37.534470
# LONGITUDE: -119.644970
# ELEVATION [ft]: 4309.0
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,water_temp_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Inches,Fahrenheit,Miles/hour,Fahrenheit,gm,volts,Inches,Degrees,Fahrenheit,code,Fahrenheit,Fahrenheit
WWNC1,01/01/2023 00:51 UTC,43.0,92.0,3.0,51.0,19.0,2.0,24.13,,19.0,43.0,26.9,12.9,,196.0,,NE,,40.81
WWNC1,01/01/2023 01:51 UTC,44.0,92.0,7.0,185.0,22.0,0.0,24.46,,22.0,44.0,26.8,13.0,,184.0,,S,,41.8
WWNC1,01/01/2023 02:51 UTC,44.0,90.0,11.0,174.0,29.0,0.0,24.69,,29.0,44.0,26.9,13.0,,149.0,,S,,41.22
WWNC1,01/01/2023 03:51 UTC,42.0,90.0,2.0,79.0,30.0,0.0,24.98,,30.0,42.0,26.9,12.9,,183.0,,E,,39.24
WWNC1,01/01/2023 04:51 UTC,43.0,92.0,5.0,148.0,18.0,0.0,25.2,,18.0,43.0,26.9,13.0,,178.0,,SSE,,40.81
WWNC1,01/01/2023 05:51 UTC,40.0,89.0,3.0,257.0,19.0,0.0,25.43,,19.0,41.0,26.7,13.0,,152.0,,WSW,,36.98
WWNC1,01/01/2023 06:51 UTC,38.0,92.0,4.0,130.0,8.0,0.0,25.59,,8.0,39.0,26.9,13.0,,155.0,,SE,,35.85
WWNC1,01/01/2023 07:51 UTC,36.0,95.0,0.0,,5.99,0.0,25.66,,5.99,37.0,26.9,13.0,,195.0,,,,34.69
WWNC1,01/01/2023 08:51 UTC,36.0,94.0,3.0,161.0,9.0,0.0,25.67,,9.0,36.0,26.9,13.0,,156.0,,SSE,,34.42
