# STATION: WWNC1
# STATION NAME: WAWONA
# LATITUDE: 37.534470
# LONGITUDE: -119.644970
# ELEVATION [ft]: 4309.0
# STATE: CA
Station_ID,Date_Time,air_temp_set_1,relative_humidity_set_1,wind_speed_set_1,wind_direction_set_1,wind_gust_set_1,solar_radiation_set_1,precip_accum_set_1,water_temp_set_1,peak_wind_speed_set_1,fuel_temp_set_1,fuel_moisture_set_1,volt_set_1,snow_interval_set_1,peak_wind_direction_set_1,wind_chill_set_1d,wind_cardinal_direction_set_1d,heat_index_set_1d,dew_point_temperature_set_1d
,,Fahrenheit,%,Miles/hour,Degrees,Miles/hour,W/m**2,Inches,Fahrenheit,Miles/hour,Fahrenheit,gm,volts,Inches,Degrees,Fahrenheit,code,Fahrenheit,Fahrenheit
WWNC1,01/01/2022 00:51 UTC,33.0,92.0,2.0,267.0,5.0,30.0,21.03,,5.0,32.0,26.9,13.6,,333.0,,W,,30.9
WWNC1,01/01/2022 01:51 UTC,32.0,94.0,2.0,236.0,5.99,1.0,21.03,,5.99,32.0,26.9,13.5,,242.0,,SW,,30.45
WWNC1,01/01/2022 02:51 UTC,31.0,96.0,1.0,193.0,2.0,0.0,21.03,,2.0,32.0,27.0,13.4,,317.0,,SSW,,29.98
WWNC1,01/01/2022 03:51 UTC,31.0,98.0,0.0,,2.0,0.0,21.03,,2.0,32.0,27.0,13.3,,154.0,,,,30.49
WWNC1,01/01/2022 04:51 UTC,31.0,98.0,1.0,25.0,2.0,0.0,21.03,,2.0,32.0,26.9,13.3,,343.0,,NNE,,30.49
WWNC1,01/01/2022 05:51 UTC,28.0,90.0,0.0,,3.0,0.0,21.03,,3.0,32.0,27.0,13.2,,350.0,,,,25.41
WWNC1,01/01/2022 06:51 UTC,27.0,89.0,0.0,,5.0,0.0,21.03,,5.0,32.0,27.0,13.2,,27.0,,,,24.15
WWNC1,01/01/2022 07:51 UTC,26.0,94.0,0.0,,3.0,0.0,21.03,,3.0,31.0,26.9,13.2,,355.0,,,,24.49
WWNC1,01/01/2022 08:51 UTC,25.0,95.0,0.0,,2.0,0.0,21.03,,2.0,30.0,26.9,13.1,,88.0,,,,23.75
WWNC1,01/01/2022 09:51 UTC,24.0,96.0,0.0,,2.0,0.0,21.03,,2.0,29.0,26.8,13.1,,180.0,,,,23.01
WWNC1,01/01/2022 10:51 UTC,22.0,95.0,0.0,,3.0,0.0,21.03,,3.0,27.0,26.5,13.1,,38.0,,,,20.77
WWNC1,01/01/2022 11:51 UTC,21.0,93.0,0.0,,3.0,0.0,21.03,,3.0,26.0,26.0,13.1,,151.0,,,,19.27
WWNC1,01/01/2022 12:51 UTC,19.0,93.0,0.0,,2.0,0.0,21.03,,2.0,25.0,25.6,13.1,,6.0,,,,17.29
WWNC1,01/01/2022 13:51 UTC,19.0,92.0,0.0,,1.0,0.0,21.03,,1.0,24.0,25.4,13.0,,147.0,,,,17.03
WWNC1,01/01/2022 14:51 UTC,18.0,91.0,0.0,,2.0,0.0,21.03,,2.0,23.0,25.0,13.0,,38.0,,,,15.78
WWNC1,01/01/2022 15:51 UTC,17.0,89.0,1.0,23.0,2.0,3.0,21.03,,2.0,22.0,24.7,13.0,,25.0,,NNE,,14.28
WWNC1,01/01/2022 16:51 UTC,21.0,89.0,1.0,67.0,3.0,47.0,21.03,,3.0,21.0,24.5,13.2,,2.0,,ENE,,18.23
WWNC1,01/01/2022 17:51 UTC,31.0,85.0,1.0,149.0,4.0,195.0,21.04,,4.0,24.0,24.9,14.7,,154.0,,SSE,,26.96
WWNC1,01/01/2022 18:51 UTC,36.0,74.0,2.0,208.0,3.0,213.0,21.04,,3.0,26.0,25.1,14.2,,2.0,,SSW,,28.42
WWNC1,01/01/2022 19:51 UTC,40.0,56.0,1.0,223.0,5.0,217.0,21.04,,5.0,29.0,25.5,14.1,,246.0,,SW,,25.4
WWNC1,01/01/2022 20:51 UTC,42.0,52.0,3.0,241.0,5.99,232.0,21.04,,5.99,31.0,26.0,14.1,,247.0,,WSW,,25.47
WWNC1,01/01/2022 21:51 UTC,41.0,56.0,4.0,238.0,7.0,215.0,21.04,,7.0,31.0,26.5,14.6,,253.0,,WSW,,26.34
WWNC1,01/01/2022 22:51 UTC,44.0,59.0,3.0,224.0,7.0,191.0,21.04,,7.0,32.0,26.6,14.4,,239.0,,SW,,30.44
WWNC1,01/01/2022 23:51 UTC,40.0,70.0,2.0,227.0,5.99,128.0,21.04,,5.99,32.0,26.7,14.0,,271.0,,SW,,30.9
WWNC1,01/02/2022 00:51 UTC,34.0,84.0,1.0,134.0,3.0,23.0,21.04,,3.0,31.0,26.7,13.7,,146.0,,SE,,29.62
